RunDate,RunTimestamp,Category,Name,Status,Quality,Rows,Countries,PreviousRows,PreviousCountries,ExitCode,Attempt,DurationSeconds,Duration,Script,LogFile,Note,OverallDuration
2026-06-29,2026-06-29T05:56:42,scraper,airalo,ok,ok,2166,144,2166,144,0,1,1804.2,30m 04s,scrape_airalo_with_playwright.py,workable_data/logs/20260629_052637_airalo_attempt1.log,,30m 04s
2026-06-29,2026-06-29T05:56:42,scraper,holafly,ok,ok,2750,93,2750,93,0,1,237.9,3m 57s,scrape_holafly.py,workable_data/logs/20260629_052637_holafly_attempt1.log,,30m 04s
2026-06-29,2026-06-29T05:56:42,scraper,orange,ok,ok,1762,125,1767,125,0,1,1656.3,27m 36s,scrape_orange_playwright.py,workable_data/logs/20260629_052637_orange_attempt1.log,,30m 04s
2026-06-29,2026-06-29T05:56:42,scraper,saily,ok,ok,951,138,951,138,0,1,845.3,14m 05s,scrape_saily.py,workable_data/logs/20260629_052637_saily_attempt1.log,,30m 04s
2026-06-29,2026-06-29T05:56:42,scraper,vodafone,ok,ok,512,150,0,0,0,1,17.2,17s,scrape_vodafone_pdf_improved.py,workable_data/logs/20260629_052637_vodafone_attempt1.log,,30m 04s
2026-06-29,2026-06-29T05:56:42,combine,combine,ok,,,,,,0,1,0.5,1s,combine_scrapped_data.py,workable_data/logs/20260629_055641_combine_attempt1.log,,30m 04s
