RunDate,RunTimestamp,Category,Name,Status,ExitCode,Attempt,DurationSeconds,Duration,Script,LogFile,Note,OverallDuration
2026-06-26,2026-06-26T16:00:39,scraper,airalo,ok,0,0,0.0,0s,scrape_airalo_with_playwright.py,workable_data/logs/20260626_140636_airalo_attempt1.log,reused same-day output from 2026-06-26,12m 49s
2026-06-26,2026-06-26T16:00:39,scraper,holafly,ok,0,0,0.0,0s,scrape_holafly.py,workable_data/logs/20260626_152718_holafly_attempt1.log,reused same-day output from 2026-06-26,12m 49s
2026-06-26,2026-06-26T16:00:39,scraper,orange,ok,0,0,0.0,0s,scrape_orange_playwright.py,workable_data/logs/20260626_140636_orange_attempt1.log,reused same-day output from 2026-06-26,12m 49s
2026-06-26,2026-06-26T16:00:39,scraper,saily,ok,0,1,769.6,12m 49s,scrape_saily.py,workable_data/logs/20260626_154749_saily_attempt1.log,,12m 49s
2026-06-26,2026-06-26T16:00:39,scraper,vodafone,ok,0,0,0.0,0s,scrape_vodafone_pdf_improved.py,workable_data/logs/20260626_140636_vodafone_attempt1.log,reused same-day output from 2026-06-26,12m 49s
2026-06-26,2026-06-26T16:00:39,combine,combine,failed,1,1,0.4,0s,combine_scrapped_data.py,workable_data/logs/20260626_160038_combine_attempt1.log,,12m 49s
