"Provider","ProviderCountry","ISO","Country","URL","Plan","GB","Days","Price","Currency","SpecialOffer","OfferPonder","PriceDate","ISO3","variant_id","name","eur_price","usd_price"
"orange","Argentina","AR","Argentina","https://travel.orange.com/en/buy-a-sim/offers/argentina","Data-50","50","30","71.99","USD","","","2026-06-26","ARG","data-50-50-30days-nooffer","50GB $71.99 USD Details","","71.99"
"orange","Argentina","AR","Argentina","https://travel.orange.com/en/buy-a-sim/offers/argentina","Data+Calls+SMS-100","100","30","75.99","USD","30% OFF","30","2026-06-26","ARG","data-calls-sms-100-100-30days-30-off","30% OFF 100GB Texts 50 Calls 60min $107.99 $75.99 USD Details","","75.99"
"orange","Argentina","AR","Argentina","https://travel.orange.com/en/buy-a-sim/offers/argentina","Data-100","100","30","99.99","USD","","","2026-06-26","ARG","data-100-100-30days-nooffer","100GB $99.99 USD Details","","99.99"
"orange","Argentina","AR","Argentina","https://travel.orange.com/en/buy-a-sim/offers/argentina","Data-100","100","45","101.99","USD","","","2026-06-26","ARG","data-100-100-45days-nooffer","100GB $101.99 USD Details","","101.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-1","1","7","5.99","USD","","","2026-06-26","ARM","data-1-1-7days-nooffer","1GB $5.99 USD Details","","5.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-3","3","7","15.99","USD","","","2026-06-26","ARM","data-3-3-7days-nooffer","3GB $15.99 USD Details","","15.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-5","5","7","25.99","USD","","","2026-06-26","ARM","data-5-5-7days-nooffer","5GB $25.99 USD Details","","25.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-10","10","7","41.99","USD","","","2026-06-26","ARM","data-10-10-7days-nooffer","10GB $41.99 USD Details","","41.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-10","10","14","45.99","USD","","","2026-06-26","ARM","data-10-10-14days-nooffer","10GB $45.99 USD Details","","45.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data-20","20","14","52.99","USD","","","2026-06-26","ARM","data-20-20-14days-nooffer","20GB $52.99 USD Details","","52.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data+Calls+SMS-2","2","30","14.99","USD","","","2026-06-26","ARM","data-calls-sms-2-2-30days-nooffer","2GB Texts 50 Calls 15min $14.99 USD Details","","14.99"
"orange","Armenia","AM","Armenia","https://travel.orange.com/en/buy-a-sim/offers/armenia","Data+Calls+SMS-5","5","30","22.99","USD","","","2026-06-26","ARM","data-calls-sms-5-5-30days-nooffer","5GB Texts 50 Calls 15min $22.99 USD Details","","22.99"
