Provider,ISO,Country,URL,Plan,GB,Days,Price,Currency,ISO3,Type,Cost,Cost_Floor_Reference,SurfaceModeUsed,PricingSourceUsed,PricingUnitIdUsed,PricingRegionUsed,PricingUnitCountriesUsed,Is_Below_Cost_Floor,Cost_Floor_Gap,sku_scope_key,SKU,OverridePrice,PromoScopeKey,PromoCode,PromoType,PromoValue,PromoLabel,PromoBasePrice,FinalPriceAfterPromo,CompetitorTargetPricePerGB,CompetitorMinPricePerGB,HTPricePerGB
HT,AD,Andorra,,Basic,6.0,15.0,12.65,,,cost,29.489848056226144,38.3797297522506,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,25.7297297522506,,ANALONE_BASIC_15,,,,,,,,,,,
HT,AD,Andorra,,Basic,6.5,16.0,13.3,,,cost,31.41368020992,40.8518540697472,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,27.551854069747197,,ANALONE_BASIC_16,,,,,,,,,,,
HT,AD,Andorra,,Basic,6.75,17.0,13.7,,,cost,33.33625548598338,43.32236329948864,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,29.622363299488644,,ANALONE_BASIC_17,,,,,,,,,,,
HT,AD,Andorra,,Basic,7.25,18.0,14.35,,,cost,35.257683298524405,45.79139803860386,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,31.441398038603857,,ANALONE_BASIC_18,,,,,,,,,,,
HT,AD,Andorra,,Basic,7.5,19.0,14.7,,,cost,37.1780580521713,48.25907959704013,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,33.559079597040125,,ANALONE_BASIC_19,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.0,20.0,15.35,,,cost,39.097461875658745,50.72551351022149,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,35.37551351022149,,ANALONE_BASIC_20,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.25,21.0,15.7,,,cost,41.01596674679381,53.190792269630045,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,37.49079226963005,,ANALONE_BASIC_21,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.75,22.0,16.35,,,cost,42.93363616665639,55.65499747415346,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,39.30499747415346,,ANALONE_BASIC_22,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.0,23.0,16.7,,,cost,44.85052649467007,58.11820154565104,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,41.418201545651044,,ANALONE_BASIC_23,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.5,24.0,17.3,,,cost,46.76668802490578,60.58046911200393,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,43.28046911200393,,ANALONE_BASIC_24,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.75,25.0,17.65,,,cost,48.6821658624,63.04185813318399,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,45.391858133183995,,ANALONE_BASIC_25,,,,,,,,,,,
HT,AD,Andorra,,Basic,10.25,26.0,18.2,,,cost,50.597000643111464,65.50242082639824,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,47.30242082639823,,ANALONE_BASIC_26,,,,,,,,,,,
HT,AD,Andorra,,Basic,10.5,27.0,18.55,,,cost,52.511229130321304,67.96220443246288,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,49.412204432462886,,ANALONE_BASIC_27,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.0,28.0,19.1,,,cost,54.42488471244521,70.4212518554921,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,51.3212518554921,,ANALONE_BASIC_28,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.25,29.0,19.45,,,cost,56.337997821473536,72.8796022005935,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,53.42960220059349,,ANALONE_BASIC_29,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.75,30.0,20.0,,,cost,58.25059628697972,75.33729122876895,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,55.33729122876895,,ANALONE_BASIC_30,,,,,,,,,,,
HT,AD,Andorra,,Moderate,1.5,1.0,4.4,,,cost,7.24081311744,9.7897198559104,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,5.3897198559104,,ANALONE_MODERATE_1,,,,,,,,,,,
HT,AD,Andorra,,Moderate,3.0,2.0,6.1,,,cost,13.916867938524405,18.36845030100386,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,12.268450301003861,,ANALONE_MODERATE_2,,,,,,,,,,,
HT,AD,Andorra,,Moderate,4.25,3.0,7.55,,,cost,20.500006090321303,26.827782826062876,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,19.277782826062875,,ANALONE_MODERATE_3,,,,,,,,,,,
HT,AD,Andorra,,Moderate,5.5,4.0,9.0,,,cost,27.03504703488001,35.22531043982081,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,26.22531043982081,,ANALONE_MODERATE_4,,,,,,,,,,,
HT,AD,Andorra,,Moderate,6.75,5.0,10.45,,,cost,33.53935121348812,43.58334130933223,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,33.13334130933224,,ANALONE_MODERATE_5,,,,,,,,,,,
HT,AD,Andorra,,Moderate,8.0,6.0,11.85,,,cost,40.021822117358674,51.9133164208059,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,40.0633164208059,,ANALONE_MODERATE_6,,,,,,,,,,,
HT,AD,Andorra,,Moderate,9.5,7.0,13.4,,,cost,46.487748828667826,60.22203224483816,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,46.82203224483816,,ANALONE_MODERATE_7,,,,,,,,,,,
HT,AD,Andorra,,Moderate,10.75,8.0,14.75,,,cost,52.94057747704882,68.51391705800773,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,53.763917058007735,,ANALONE_MODERATE_8,,,,,,,,,,,
HT,AD,Andorra,,Moderate,12.0,9.0,16.05,,,cost,59.38270175232001,76.7920467517312,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,60.74204675173121,,ANALONE_MODERATE_9,,,,,,,,,,,
HT,AD,Andorra,,Moderate,13.25,10.0,17.35,,,cost,65.81586448546815,85.05866086382659,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,67.7086608638266,,ANALONE_MODERATE_10,,,,,,,,,,,
HT,AD,Andorra,,Moderate,14.5,11.0,18.6,,,cost,72.24138137311053,93.31545006444703,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,74.71545006444703,,ANALONE_MODERATE_11,,,,,,,,,,,
HT,AD,Andorra,,Moderate,15.75,12.0,19.8,,,cost,78.66027458064261,101.56372783612576,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,81.76372783612577,,ANALONE_MODERATE_12,,,,,,,,,,,
HT,AD,Andorra,,Moderate,17.0,13.0,21.0,,,cost,85.0733569825441,109.80453872256916,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,88.80453872256916,,ANALONE_MODERATE_13,,,,,,,,,,,
HT,AD,Andorra,,Moderate,18.25,14.0,22.15,,,cost,91.48128765431821,118.03872963579889,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,95.88872963579888,,ANALONE_MODERATE_14,,,,,,,,,,,
HT,AD,Andorra,,Moderate,19.5,15.0,23.25,,,cost,97.88460976867844,126.2669985527518,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,103.0169985527518,,ANALONE_MODERATE_15,,,,,,,,,,,
HT,AD,Andorra,,Moderate,21.0,16.0,24.55,,,cost,104.28377726976001,134.4899287916416,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,109.9399287916416,,ANALONE_MODERATE_16,,,,,,,,,,,
HT,AD,Andorra,,Moderate,22.25,17.0,25.65,,,cost,110.67917413795016,142.70801376726595,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,117.05801376726595,,ANALONE_MODERATE_17,,,,,,,,,,,
HT,AD,Andorra,,Moderate,23.5,18.0,26.7,,,cost,117.07112861557324,150.92167527101162,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,124.22167527101162,,ANALONE_MODERATE_18,,,,,,,,,,,
HT,AD,Andorra,,Moderate,24.75,19.0,27.75,,,cost,123.45992391651392,159.13127723272038,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,131.38127723272038,,ANALONE_MODERATE_19,,,,,,,,,,,
HT,AD,Andorra,,Moderate,26.0,20.0,28.75,,,cost,129.84580642697625,167.33713625866446,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,138.58713625866446,,ANALONE_MODERATE_20,,,,,,,,,,,
HT,AD,Andorra,,Moderate,27.25,21.0,29.75,,,cost,136.22899208038146,175.53952982329017,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,145.78952982329017,,ANALONE_MODERATE_21,,,,,,,,,,,
HT,AD,Andorra,,Moderate,28.5,22.0,30.7,,,cost,142.6096713799692,183.73870272326042,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,153.03870272326043,,ANALONE_MODERATE_22,,,,,,,,,,,
HT,AD,Andorra,,Moderate,29.75,23.0,31.65,,,cost,148.98801340401025,191.93487222415314,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,160.28487222415313,,ANALONE_MODERATE_23,,,,,,,,,,,
HT,AD,Andorra,,Moderate,31.0,24.0,32.55,,,cost,155.36416903471738,200.12823220961184,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,167.57823220961183,,ANALONE_MODERATE_24,,,,,,,,,,,
HT,AD,Andorra,,Moderate,32.25,25.0,33.5,,,cost,161.7382735872,208.318956559552,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,174.818956559552,,ANALONE_MODERATE_25,,,,,,,,,,,
HT,AD,Andorra,,Moderate,33.5,26.0,34.35,,,cost,168.1104489693344,216.5072019255947,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,182.1572019255947,,ANALONE_MODERATE_26,,,,,,,,,,,
HT,AD,Andorra,,Moderate,34.75,27.0,35.25,,,cost,174.48080547096393,224.69311003018865,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,189.44311003018865,,ANALONE_MODERATE_27,,,,,,,,,,,
HT,AD,Andorra,,Moderate,36.25,28.0,36.25,,,cost,180.84944325733565,232.8768095856763,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,196.6268095856763,,ANALONE_MODERATE_28,,,,,,,,,,,
HT,AD,Andorra,,Moderate,37.5,29.0,37.1,,,cost,187.21645362442067,241.05841790738054,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,203.95841790738055,,ANALONE_MODERATE_29,,,,,,,,,,,
HT,AD,Andorra,,Moderate,38.75,30.0,37.9,,,cost,193.5819200609392,249.2380422783069,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,211.3380422783069,,ANALONE_MODERATE_30,,,,,,,,,,,
HT,AD,Andorra,,Large,2.75,1.0,5.25,,,cost,13.517523517440004,17.855292719910405,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,12.605292719910405,,ANALONE_LARGE_1,,,,,,,,,,,
HT,AD,Andorra,,Large,5.5,2.0,7.9,,,cost,26.47028873852441,34.49959602900387,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,26.59959602900387,,ANALONE_LARGE_2,,,,,,,,,,,
HT,AD,Andorra,,Large,8.0,3.0,10.4,,,cost,39.330137290321304,51.024501418062876,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,40.62450141806288,,ANALONE_LARGE_3,,,,,,,,,,,
HT,AD,Andorra,,Large,10.5,4.0,12.85,,,cost,52.141888634880004,67.4876018958208,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,54.6376018958208,,ANALONE_LARGE_4,,,,,,,,,,,
HT,AD,Andorra,,Large,13.0,5.0,15.2,,,cost,64.92290321348813,83.91120562933223,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,68.71120562933223,,ANALONE_LARGE_5,,,,,,,,,,,
HT,AD,Andorra,,Large,15.5,6.0,17.5,,,cost,77.68208451735869,100.30675360480592,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,82.80675360480592,,ANALONE_LARGE_6,,,,,,,,,,,
HT,AD,Andorra,,Large,18.25,7.0,19.95,,,cost,90.42472162866783,116.68104229283816,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,96.73104229283815,,ANALONE_LARGE_7,,,,,,,,,,,
HT,AD,Andorra,,Large,20.75,8.0,22.1,,,cost,103.15426067704882,133.03849997000773,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,110.93849997000774,,ANALONE_LARGE_8,,,,,,,,,,,
HT,AD,Andorra,,Large,23.25,9.0,24.25,,,cost,115.87309535232004,149.38220252773124,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,125.13220252773124,,ANALONE_LARGE_9,,,,,,,,,,,
HT,AD,Andorra,,Large,25.75,10.0,26.25,,,cost,128.58296848546814,165.71438950382657,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,139.46438950382657,,ANALONE_LARGE_10,,,,,,,,,,,
HT,AD,Andorra,,Large,28.25,11.0,28.25,,,cost,141.28519577311053,182.03675156844704,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,153.78675156844704,,ANALONE_LARGE_11,,,,,,,,,,,
HT,AD,Andorra,,Large,30.75,12.0,30.15,,,cost,153.98079938064262,198.35060220412575,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,168.20060220412574,,ANALONE_LARGE_12,,,,,,,,,,,
HT,AD,Andorra,,Large,33.25,13.0,32.0,,,cost,166.6705921825441,214.6569859545692,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,182.6569859545692,,ANALONE_LARGE_13,,,,,,,,,,,
HT,AD,Andorra,,Large,35.75,14.0,33.8,,,cost,179.35523325431822,230.95674973179894,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,197.15674973179893,,ANALONE_LARGE_14,,,,,,,,,,,
HT,AD,Andorra,,Large,38.25,15.0,35.5,,,cost,192.03526576867847,247.25059151275184,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,211.75059151275184,,ANALONE_LARGE_15,,,,,,,,,,,
HT,AD,Andorra,,Large,41.0,16.0,37.35,,,cost,204.71114366976005,263.53909461564166,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,226.18909461564166,,ANALONE_LARGE_16,,,,,,,,,,,
HT,AD,Andorra,,Large,43.5,17.0,39.0,,,cost,217.38325093795015,279.82275245526597,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,240.82275245526597,,ANALONE_LARGE_17,,,,,,,,,,,
HT,AD,Andorra,,Large,46.0,18.0,40.6,,,cost,230.05191581557324,296.1019868230116,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,255.5019868230116,,ANALONE_LARGE_18,,,,,,,,,,,
HT,AD,Andorra,,Large,48.5,19.0,42.15,,,cost,242.71742151651398,312.37716164872046,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,270.2271616487205,,ANALONE_LARGE_19,,,,,,,,,,,
HT,AD,Andorra,,Large,51.0,20.0,43.6,,,cost,255.3800144269763,328.6485935386645,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,285.0485935386645,,ANALONE_LARGE_20,,,,,,,,,,,
HT,AD,Andorra,,Large,53.5,21.0,45.1,,,cost,268.0399104803814,344.91655996729014,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,299.8165599672901,,ANALONE_LARGE_21,,,,,,,,,,,
HT,AD,Andorra,,Large,56.0,22.0,46.5,,,cost,280.6973001799692,361.18130573126047,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,314.68130573126047,,ANALONE_LARGE_22,,,,,,,,,,,
HT,AD,Andorra,,Large,58.5,23.0,47.9,,,cost,293.35235260401026,377.4430480961532,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,329.5430480961532,,ANALONE_LARGE_23,,,,,,,,,,,
HT,AD,Andorra,,Large,61.0,24.0,49.25,,,cost,306.0052186347174,393.70198094561187,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,344.45198094561187,,ANALONE_LARGE_24,,,,,,,,,,,
HT,AD,Andorra,,Large,63.5,25.0,50.55,,,cost,318.65603358720006,409.95827815955204,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,359.408278159552,,ANALONE_LARGE_25,,,,,,,,,,,
HT,AD,Andorra,,Large,66.0,26.0,51.8,,,cost,331.30491936933447,426.2120963895948,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,374.4120963895948,,ANALONE_LARGE_26,,,,,,,,,,,
HT,AD,Andorra,,Large,68.5,27.0,53.05,,,cost,343.95198627096397,442.4635773581887,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,389.41357735818866,,ANALONE_LARGE_27,,,,,,,,,,,
HT,AD,Andorra,,Large,71.25,28.0,54.4,,,cost,356.5973344573357,458.7128497776764,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,404.31284977767643,,ANALONE_LARGE_28,,,,,,,,,,,
HT,AD,Andorra,,Large,73.75,29.0,55.6,,,cost,369.2410552244207,474.9600309633806,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,419.36003096338055,,ANALONE_LARGE_29,,,,,,,,,,,
HT,AD,Andorra,,Large,76.25,30.0,56.75,,,cost,381.8832320609392,491.2052281983069,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,434.4552281983069,,ANALONE_LARGE_30,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,3.75,1.0,5.9,,,cost,18.277780684800003,23.972223179968005,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,18.072223179968006,,ANALONE_UNLIMITED_1,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,7.0,2.0,8.9,,,cost,34.67303371508135,45.040123323879534,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,36.140123323879536,,ANALONE_UNLIMITED_2,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,10.25,3.0,11.95,,,cost,50.75856451440434,65.71003040100958,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,53.76003040100957,,ANALONE_UNLIMITED_3,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,13.5,4.0,14.9,,,cost,66.68377128960002,86.17392110713602,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,71.27392110713602,,ANALONE_UNLIMITED_4,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,16.5,5.0,17.55,,,cost,82.50652217829372,106.50615599910743,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,88.95615599910744,,ANALONE_UNLIMITED_5,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,19.75,6.0,20.35,,,cost,98.25649548452891,126.74487169761964,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,106.39487169761964,,ANALONE_UNLIMITED_6,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,22.75,7.0,22.85,,,cost,113.95132148222608,146.9127231046605,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,124.0627231046605,,ANALONE_UNLIMITED_7,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,26.0,8.0,25.45,,,cost,129.60248727016273,167.02447114215911,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,141.57447114215913,,ANALONE_UNLIMITED_8,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,29.0,9.0,27.8,,,cost,145.21797181440004,187.09036878150405,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,159.29036878150404,,ANALONE_UNLIMITED_9,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,32.25,10.0,30.2,,,cost,160.8035845515605,207.11788114875526,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,176.91788114875527,,ANALONE_UNLIMITED_10,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,35.25,11.0,32.35,,,cost,176.36371113703507,227.11264381109007,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,194.76264381109007,,ANALONE_UNLIMITED_11,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,38.25,12.0,34.45,,,cost,191.90175878880868,247.07903504361917,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,212.62903504361918,,ANALONE_UNLIMITED_12,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,41.5,13.0,36.65,,,cost,207.42043708848033,267.0205366586972,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,230.3705366586972,,ANALONE_UNLIMITED_13,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,44.5,14.0,38.6,,,cost,222.92194295439404,286.93997169639636,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,248.33997169639636,,ANALONE_UNLIMITED_14,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,47.5,15.0,40.5,,,cost,238.40808696226148,306.839666746506,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,266.339666746506,,ANALONE_UNLIMITED_15,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,50.75,16.0,42.45,,,cost,253.88038225920008,326.7215662030721,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,284.2715662030721,,ANALONE_UNLIMITED_16,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,53.75,17.0,44.25,,,cost,269.3401087798338,346.5873147820865,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,302.3373147820865,,ANALONE_UNLIMITED_17,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,56.75,18.0,45.95,,,cost,284.78836066524406,366.4383184548386,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,320.48831845483863,,ANALONE_UNLIMITED_18,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,60.0,19.0,47.75,,,cost,300.2260819617131,386.2757903208013,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,338.5257903208013,,ANALONE_UNLIMITED_19,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,63.0,20.0,49.35,,,cost,315.6540939565875,406.1007857342149,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,356.7507857342149,,ANALONE_UNLIMITED_20,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,66.0,21.0,50.95,,,cost,331.07311642793815,425.91422960990053,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,374.96422960990054,,ANALONE_UNLIMITED_21,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,69.25,22.0,52.6,,,cost,346.48378438656397,445.71693793673467,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,393.11693793673464,,ANALONE_UNLIMITED_22,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,72.25,23.0,54.05,,,cost,361.88666142670075,465.5096349333105,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,411.4596349333105,,ANALONE_UNLIMITED_23,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,75.25,24.0,55.5,,,cost,377.28225048905784,485.2929668784393,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,429.7929668784393,,ANALONE_UNLIMITED_24,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,78.25,25.0,56.9,,,cost,392.67100262400004,505.06751337184005,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,448.1675133718401,,ANALONE_UNLIMITED_25,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,81.5,26.0,58.35,,,cost,408.0533241911147,524.8337965855824,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,466.48379658558235,,ANALONE_UNLIMITED_26,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,84.5,27.0,59.7,,,cost,423.42958282321314,544.5922889278289,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,484.89228892782893,,ANALONE_UNLIMITED_27,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,87.5,28.0,61.0,,,cost,438.8001124044522,564.3434194397211,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,503.34341943972106,,ANALONE_UNLIMITED_28,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,90.5,29.0,62.25,,,cost,454.1652172547355,584.0875791723352,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,521.8375791723352,,ANALONE_UNLIMITED_29,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,93.75,30.0,63.55,,,cost,469.52517566979736,603.8251257356895,unit,json_unit,ANALONE,Andorra,"[""AD""]",True,540.2751257356896,,ANALONE_UNLIMITED_30,,,,,,,,,,,
