Provider,ISO,Country,URL,Plan,GB,Days,Price,Currency,ISO3,Type,Cost,Cost_Floor_Reference,SurfaceModeUsed,PricingSourceUsed,PricingUnitIdUsed,PricingRegionUsed,PricingUnitCountriesUsed,Is_Below_Cost_Floor,Cost_Floor_Gap,sku_scope_key,SKU,OverridePrice,PromoScopeKey,PromoCode,PromoType,PromoValue,PromoLabel,PromoBasePrice,FinalPriceAfterPromo,CompetitorTargetPricePerGB,CompetitorMinPricePerGB,HTPricePerGB
HT,AD,Andorra,,Basic,0.5,1.0,3.75,,,cost,3.20847609790464,4.608166785807462,unit,iso_only,AD,,"[""AD""]",True,0.8581667858074624,,AD_BASIC_1,,,,,,,,,,,
HT,AD,Andorra,,Basic,1.0,2.0,4.75,,,cost,6.1429502956940905,8.378966129966907,unit,iso_only,AD,,"[""AD""]",True,3.6289661299669067,,AD_BASIC_2,,,,,,,,,,,
HT,AD,Andorra,,Basic,1.25,3.0,5.45,,,cost,9.032344422767551,12.091837583256304,unit,iso_only,AD,,"[""AD""]",True,6.6418375832563035,,AD_BASIC_3,,,,,,,,,,,
HT,AD,Andorra,,Basic,1.75,4.0,6.4,,,cost,11.89840338812928,15.774723353746126,unit,iso_only,AD,,"[""AD""]",True,9.374723353746125,,AD_BASIC_4,,,,,,,,,,,
HT,AD,Andorra,,Basic,2.25,5.0,7.35,,,cost,14.749549899210647,19.43844662048568,unit,iso_only,AD,,"[""AD""]",True,12.088446620485682,,AD_BASIC_5,,,,,,,,,,,
HT,AD,Andorra,,Basic,2.5,6.0,7.95,,,cost,17.590103633165178,23.08855816861725,unit,iso_only,AD,,"[""AD""]",True,15.138558168617251,,AD_BASIC_6,,,,,,,,,,,
HT,AD,Andorra,,Basic,3.0,7.0,8.85,,,cost,20.422630676362,26.728355419125172,unit,iso_only,AD,,"[""AD""]",True,17.87835541912517,,AD_BASIC_7,,,,,,,,,,,
HT,AD,Andorra,,Basic,3.25,8.0,9.45,,,cost,23.24880297602818,30.35998682419621,unit,iso_only,AD,,"[""AD""]",True,20.90998682419621,,AD_BASIC_8,,,,,,,,,,,
HT,AD,Andorra,,Basic,3.75,9.0,10.3,,,cost,26.069781870673925,33.984944703816,unit,iso_only,AD,,"[""AD""]",True,23.684944703815997,,AD_BASIC_9,,,,,,,,,,,
HT,AD,Andorra,,Basic,4.0,10.0,10.85,,,cost,28.886412923799625,37.60431560708252,unit,iso_only,AD,,"[""AD""]",True,26.754315607082518,,AD_BASIC_10,,,,,,,,,,,
HT,AD,Andorra,,Basic,4.5,11.0,11.7,,,cost,31.699334467547445,41.218919790798466,unit,iso_only,AD,,"[""AD""]",True,29.518919790798467,,AD_BASIC_11,,,,,,,,,,,
HT,AD,Andorra,,Basic,4.75,12.0,12.2,,,cost,34.5090424224951,44.829394512906205,unit,iso_only,AD,,"[""AD""]",True,32.6293945129062,,AD_BASIC_12,,,,,,,,,,,
HT,AD,Andorra,,Basic,5.25,13.0,13.0,,,cost,37.315931168244305,48.43624655119393,unit,iso_only,AD,,"[""AD""]",True,35.43624655119393,,AD_BASIC_13,,,,,,,,,,,
HT,AD,Andorra,,Basic,5.5,14.0,13.45,,,cost,40.12032046626005,52.039886799144156,unit,iso_only,AD,,"[""AD""]",True,38.58988679914415,,AD_BASIC_14,,,,,,,,,,,
HT,AD,Andorra,,Basic,6.0,15.0,14.2,,,cost,42.92247384583715,55.64065389190074,unit,iso_only,AD,,"[""AD""]",True,41.44065389190074,,AD_BASIC_15,,,,,,,,,,,
HT,AD,Andorra,,Basic,6.5,16.0,14.95,,,cost,45.72261154553856,59.23883083601706,unit,iso_only,AD,,"[""AD""]",True,44.288830836017056,,AD_BASIC_16,,,,,,,,,,,
HT,AD,Andorra,,Basic,6.75,17.0,15.4,,,cost,48.5209198598488,62.834657019905706,unit,iso_only,AD,,"[""AD""]",True,47.43465701990571,,AD_BASIC_17,,,,,,,,,,,
HT,AD,Andorra,,Basic,7.25,18.0,16.1,,,cost,51.31755804100227,66.42833708268792,unit,iso_only,AD,,"[""AD""]",True,50.328337082687916,,AD_BASIC_18,,,,,,,,,,,
HT,AD,Andorra,,Basic,7.5,19.0,16.5,,,cost,54.11266349493533,70.0200475909919,unit,iso_only,AD,,"[""AD""]",True,53.520047590991894,,AD_BASIC_19,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.0,20.0,17.2,,,cost,56.9063557600213,73.60994215162738,unit,iso_only,AD,,"[""AD""]",True,56.40994215162738,,AD_BASIC_20,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.25,21.0,17.6,,,cost,59.69873959995839,77.19815538594654,unit,iso_only,AD,,"[""AD""]",True,59.598155385946534,,AD_BASIC_21,,,,,,,,,,,
HT,AD,Andorra,,Basic,8.75,22.0,18.25,,,cost,62.48990744056837,80.78480606113035,unit,iso_only,AD,,"[""AD""]",True,62.534806061130354,,AD_BASIC_22,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.0,23.0,18.6,,,cost,65.27994131299228,84.36999958719507,unit,iso_only,AD,,"[""AD""]",True,65.76999958719506,,AD_BASIC_23,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.5,24.0,19.2,,,cost,68.06891442025037,87.95383003002172,unit,iso_only,AD,,"[""AD""]",True,68.75383003002172,,AD_BASIC_24,,,,,,,,,,,
HT,AD,Andorra,,Basic,9.75,25.0,19.55,,,cost,70.8568924127232,91.5363817503493,unit,iso_only,AD,,"[""AD""]",True,71.98638175034931,,AD_BASIC_25,,,,,,,,,,,
HT,AD,Andorra,,Basic,10.25,26.0,20.15,,,cost,73.64393443604874,95.11773075032264,unit,iso_only,AD,,"[""AD""]",True,74.96773075032263,,AD_BASIC_26,,,,,,,,,,,
HT,AD,Andorra,,Basic,10.5,27.0,20.5,,,cost,76.43009399918266,98.69794578894971,unit,iso_only,AD,,"[""AD""]",True,78.19794578894971,,AD_BASIC_27,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.0,28.0,21.05,,,cost,79.21541969896401,102.27708931316876,unit,iso_only,AD,,"[""AD""]",True,81.22708931316876,,AD_BASIC_28,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.25,29.0,21.35,,,cost,81.99995582915473,105.85521824046383,unit,iso_only,AD,,"[""AD""]",True,84.50521824046382,,AD_BASIC_29,,,,,,,,,,,
HT,AD,Andorra,,Basic,11.75,30.0,21.9,,,cost,84.78374289569899,109.43238462097321,unit,iso_only,AD,,"[""AD""]",True,87.5323846209732,,AD_BASIC_30,,,,,,,,,,,
HT,AD,Andorra,,Moderate,1.5,1.0,4.75,,,cost,10.53900349243392,14.027894487777587,unit,iso_only,AD,,"[""AD""]",True,9.277894487777587,,AD_MODERATE_1,,,,,,,,,,,
HT,AD,Andorra,,Moderate,3.0,2.0,6.9,,,cost,20.25600128452227,26.514236650611117,unit,iso_only,AD,,"[""AD""]",True,19.61423665061112,,AD_MODERATE_2,,,,,,,,,,,
HT,AD,Andorra,,Moderate,4.25,3.0,8.8,,,cost,29.837758864462653,38.82679514083451,unit,iso_only,AD,,"[""AD""]",True,30.026795140834512,,AD_MODERATE_3,,,,,,,,,,,
HT,AD,Andorra,,Moderate,5.5,4.0,10.65,,,cost,39.34951095926785,51.04939658265919,unit,iso_only,AD,,"[""AD""]",True,40.39939658265919,,AD_MODERATE_4,,,,,,,,,,,
HT,AD,Andorra,,Moderate,6.75,5.0,12.5,,,cost,48.81652569123195,63.21451051323306,unit,iso_only,AD,,"[""AD""]",True,50.71451051323306,,AD_MODERATE_5,,,,,,,,,,,
HT,AD,Andorra,,Moderate,8.0,6.0,14.25,,,cost,58.25176209181555,75.33878928798298,unit,iso_only,AD,,"[""AD""]",True,61.088789287982976,,AD_MODERATE_6,,,,,,,,,,,
HT,AD,Andorra,,Moderate,9.5,7.0,16.25,,,cost,67.66291842012602,87.43212516986193,unit,iso_only,AD,,"[""AD""]",True,71.18212516986193,,AD_MODERATE_7,,,,,,,,,,,
HT,AD,Andorra,,Moderate,10.75,8.0,17.9,,,cost,77.05501051784455,99.50096351543024,unit,iso_only,AD,,"[""AD""]",True,81.60096351543024,,AD_MODERATE_8,,,,,,,,,,,
HT,AD,Andorra,,Moderate,12.0,9.0,19.45,,,cost,86.43152240050178,111.54978128464478,unit,iso_only,AD,,"[""AD""]",True,92.09978128464478,,AD_MODERATE_9,,,,,,,,,,,
HT,AD,Andorra,,Moderate,13.25,10.0,21.0,,,cost,95.7949907585989,123.58183812479959,unit,iso_only,AD,,"[""AD""]",True,102.58183812479959,,AD_MODERATE_10,,,,,,,,,,,
HT,AD,Andorra,,Moderate,14.5,11.0,22.45,,,cost,105.14733058856237,135.59959480630263,unit,iso_only,AD,,"[""AD""]",True,113.14959480630263,,AD_MODERATE_11,,,,,,,,,,,
HT,AD,Andorra,,Moderate,15.75,12.0,23.8,,,cost,114.49002965212532,147.604963102981,unit,iso_only,AD,,"[""AD""]",True,123.804963102981,,AD_MODERATE_12,,,,,,,,,,,
HT,AD,Andorra,,Moderate,17.0,13.0,25.15,,,cost,123.82427108809294,159.59946334819944,unit,iso_only,AD,,"[""AD""]",True,134.44946334819943,,AD_MODERATE_13,,,,,,,,,,,
HT,AD,Andorra,,Moderate,18.25,14.0,26.45,,,cost,133.15101418086016,171.5843282224053,unit,iso_only,AD,,"[""AD""]",True,145.13432822240532,,AD_MODERATE_14,,,,,,,,,,,
HT,AD,Andorra,,Moderate,19.5,15.0,27.65,,,cost,142.47104951831147,183.56057363103025,unit,iso_only,AD,,"[""AD""]",True,155.91057363103025,,AD_MODERATE_15,,,,,,,,,,,
HT,AD,Andorra,,Moderate,21.0,16.0,29.05,,,cost,151.78503781613568,195.52904859373433,unit,iso_only,AD,,"[""AD""]",True,166.47904859373432,,AD_MODERATE_16,,,,,,,,,,,
HT,AD,Andorra,,Moderate,22.25,17.0,30.15,,,cost,161.09353795778645,207.4904712757556,unit,iso_only,AD,,"[""AD""]",True,177.3404712757556,,AD_MODERATE_17,,,,,,,,,,,
HT,AD,Andorra,,Moderate,23.5,18.0,31.25,,,cost,170.39702769996686,219.44545559445743,unit,iso_only,AD,,"[""AD""]",True,188.19545559445743,,AD_MODERATE_18,,,,,,,,,,,
HT,AD,Andorra,,Moderate,24.75,19.0,32.25,,,cost,179.695919260486,231.3945312497245,unit,iso_only,AD,,"[""AD""]",True,199.1445312497245,,AD_MODERATE_19,,,,,,,,,,,
HT,AD,Andorra,,Moderate,26.0,20.0,33.25,,,cost,188.99057125446393,243.33815906198615,unit,iso_only,AD,,"[""AD""]",True,210.08815906198615,,AD_MODERATE_20,,,,,,,,,,,
HT,AD,Andorra,,Moderate,27.25,21.0,34.2,,,cost,198.28129797299522,255.27674289529884,unit,iso_only,AD,,"[""AD""]",True,221.07674289529882,,AD_MODERATE_21,,,,,,,,,,,
HT,AD,Andorra,,Moderate,28.5,22.0,35.1,,,cost,207.56837669354516,267.21063905120553,unit,iso_only,AD,,"[""AD""]",True,232.11063905120554,,AD_MODERATE_22,,,,,,,,,,,
HT,AD,Andorra,,Moderate,29.75,23.0,35.95,,,cost,216.8520535095369,279.1401637597549,unit,iso_only,AD,,"[""AD""]",True,243.1901637597549,,AD_MODERATE_23,,,,,,,,,,,
HT,AD,Andorra,,Moderate,31.0,24.0,36.8,,,cost,226.13254803003113,291.06559921859,unit,iso_only,AD,,"[""AD""]",True,254.26559921859,,AD_MODERATE_24,,,,,,,,,,,
HT,AD,Andorra,,Moderate,32.25,25.0,37.55,,,cost,235.41005720616963,302.98719850992796,unit,iso_only,AD,,"[""AD""]",True,265.43719850992795,,AD_MODERATE_25,,,,,,,,,,,
HT,AD,Andorra,,Moderate,33.5,26.0,38.35,,,cost,244.68475847486621,314.90518964020305,unit,iso_only,AD,,"[""AD""]",True,276.555189640203,,AD_MODERATE_26,,,,,,,,,,,
HT,AD,Andorra,,Moderate,34.75,27.0,39.05,,,cost,253.956812362988,326.8197788864395,unit,iso_only,AD,,"[""AD""]",True,287.7697788864395,,AD_MODERATE_27,,,,,,,,,,,
HT,AD,Andorra,,Moderate,36.25,28.0,39.95,,,cost,263.22636466105206,338.7311535894519,unit,iso_only,AD,,"[""AD""]",True,298.7811535894519,,AD_MODERATE_28,,,,,,,,,,,
HT,AD,Andorra,,Moderate,37.5,29.0,40.6,,,cost,272.49354825034425,350.6394845016924,unit,iso_only,AD,,"[""AD""]",True,310.03948450169236,,AD_MODERATE_29,,,,,,,,,,,
HT,AD,Andorra,,Moderate,38.75,30.0,41.25,,,cost,281.758484648697,362.54492777357564,unit,iso_only,AD,,"[""AD""]",True,321.29492777357564,,AD_MODERATE_30,,,,,,,,,,,
HT,AD,Andorra,,Large,2.75,1.0,6.05,,,cost,19.674755479633927,25.767335791329597,unit,iso_only,AD,,"[""AD""]",True,19.717335791329596,,AD_LARGE_1,,,,,,,,,,,
HT,AD,Andorra,,Large,5.5,2.0,9.7,,,cost,38.527505258922275,49.99311925771512,unit,iso_only,AD,,"[""AD""]",True,40.29311925771512,,AD_LARGE_2,,,,,,,,,,,
HT,AD,Andorra,,Large,8.0,3.0,13.05,,,cost,57.24501482606266,74.0451190514905,unit,iso_only,AD,,"[""AD""]",True,60.995119051490505,,AD_LARGE_3,,,,,,,,,,,
HT,AD,Andorra,,Large,10.5,4.0,16.4,,,cost,75.89251890806784,98.00716179686717,unit,iso_only,AD,,"[""AD""]",True,81.60716179686716,,AD_LARGE_4,,,,,,,,,,,
HT,AD,Andorra,,Large,13.0,5.0,19.55,,,cost,94.49528562723197,121.91171703099307,unit,iso_only,AD,,"[""AD""]",True,102.36171703099308,,AD_LARGE_5,,,,,,,,,,,
HT,AD,Andorra,,Large,15.5,6.0,22.6,,,cost,113.06627401501557,145.775437109295,unit,iso_only,AD,,"[""AD""]",True,123.17543710929502,,AD_LARGE_6,,,,,,,,,,,
HT,AD,Andorra,,Large,18.25,7.0,25.75,,,cost,131.61318233052603,169.60821429472594,unit,iso_only,AD,,"[""AD""]",True,143.85821429472594,,AD_LARGE_7,,,,,,,,,,,
HT,AD,Andorra,,Large,20.75,8.0,28.5,,,cost,150.14102641544457,193.41649394384626,unit,iso_only,AD,,"[""AD""]",True,164.91649394384626,,AD_LARGE_8,,,,,,,,,,,
HT,AD,Andorra,,Large,23.25,9.0,31.05,,,cost,168.6532902853018,217.20475301661284,unit,iso_only,AD,,"[""AD""]",True,186.15475301661283,,AD_LARGE_9,,,,,,,,,,,
HT,AD,Andorra,,Large,25.75,10.0,33.5,,,cost,187.1525106305989,240.9762511603196,unit,iso_only,AD,,"[""AD""]",True,207.4762511603196,,AD_LARGE_10,,,,,,,,,,,
HT,AD,Andorra,,Large,28.25,11.0,35.75,,,cost,205.64060244776238,264.73344914537466,unit,iso_only,AD,,"[""AD""]",True,228.98344914537466,,AD_LARGE_11,,,,,,,,,,,
HT,AD,Andorra,,Large,30.75,12.0,37.9,,,cost,224.11905349852532,288.47825874560505,unit,iso_only,AD,,"[""AD""]",True,250.57825874560504,,AD_LARGE_12,,,,,,,,,,,
HT,AD,Andorra,,Large,33.25,13.0,39.95,,,cost,242.58904692169295,312.2122002943754,unit,iso_only,AD,,"[""AD""]",True,272.2622002943754,,AD_LARGE_13,,,,,,,,,,,
HT,AD,Andorra,,Large,35.75,14.0,41.85,,,cost,261.0515420016602,335.9365064721334,unit,iso_only,AD,,"[""AD""]",True,294.08650647213335,,AD_LARGE_14,,,,,,,,,,,
HT,AD,Andorra,,Large,38.25,15.0,43.65,,,cost,279.5073293263115,359.65219318431025,unit,iso_only,AD,,"[""AD""]",True,316.0021931843103,,AD_LARGE_15,,,,,,,,,,,
HT,AD,Andorra,,Large,41.0,16.0,45.55,,,cost,297.9570696113357,383.3601094505664,unit,iso_only,AD,,"[""AD""]",True,337.8101094505664,,AD_LARGE_16,,,,,,,,,,,
HT,AD,Andorra,,Large,43.5,17.0,47.15,,,cost,316.40132174018646,407.0609734361396,unit,iso_only,AD,,"[""AD""]",True,359.9109734361396,,AD_LARGE_17,,,,,,,,,,,
HT,AD,Andorra,,Large,46.0,18.0,48.65,,,cost,334.84056346956686,430.75539905839344,unit,iso_only,AD,,"[""AD""]",True,382.10539905839346,,AD_LARGE_18,,,,,,,,,,,
HT,AD,Andorra,,Large,48.5,19.0,50.05,,,cost,353.2752070172861,454.44391601721264,unit,iso_only,AD,,"[""AD""]",True,404.39391601721263,,AD_LARGE_19,,,,,,,,,,,
HT,AD,Andorra,,Large,51.0,20.0,51.4,,,cost,371.70561099846395,478.12698513302615,unit,iso_only,AD,,"[""AD""]",True,426.7269851330262,,AD_LARGE_20,,,,,,,,,,,
HT,AD,Andorra,,Large,53.5,21.0,52.7,,,cost,390.1320897041952,501.80501026989083,unit,iso_only,AD,,"[""AD""]",True,449.10501026989084,,AD_LARGE_21,,,,,,,,,,,
HT,AD,Andorra,,Large,56.0,22.0,53.9,,,cost,408.5549204119452,525.4783477293496,unit,iso_only,AD,,"[""AD""]",True,471.5783477293496,,AD_LARGE_22,,,,,,,,,,,
HT,AD,Andorra,,Large,58.5,23.0,55.0,,,cost,426.9743492151369,549.1473137414508,unit,iso_only,AD,,"[""AD""]",True,494.14731374145083,,AD_LARGE_23,,,,,,,,,,,
HT,AD,Andorra,,Large,61.0,24.0,56.1,,,cost,445.39059572283116,572.812190503838,unit,iso_only,AD,,"[""AD""]",True,516.712190503838,,AD_LARGE_24,,,,,,,,,,,
HT,AD,Andorra,,Large,63.5,25.0,57.1,,,cost,463.8038568861696,596.473231098728,unit,iso_only,AD,,"[""AD""]",True,539.373231098728,,AD_LARGE_25,,,,,,,,,,,
HT,AD,Andorra,,Large,66.0,26.0,58.05,,,cost,482.21431014206627,620.1306635325552,unit,iso_only,AD,,"[""AD""]",True,562.0806635325553,,AD_LARGE_26,,,,,,,,,,,
HT,AD,Andorra,,Large,68.5,27.0,58.95,,,cost,500.62211601738807,643.7846940823437,unit,iso_only,AD,,"[""AD""]",True,584.8346940823436,,AD_LARGE_27,,,,,,,,,,,
HT,AD,Andorra,,Large,71.25,28.0,59.95,,,cost,519.0274203026521,667.4355100889079,unit,iso_only,AD,,"[""AD""]",True,607.4855100889079,,AD_LARGE_28,,,,,,,,,,,
HT,AD,Andorra,,Large,73.75,29.0,60.75,,,cost,537.4303558791443,691.0832823047004,unit,iso_only,AD,,"[""AD""]",True,630.3332823047004,,AD_LARGE_29,,,,,,,,,,,
HT,AD,Andorra,,Large,76.25,30.0,61.5,,,cost,555.831044264697,714.7281668801356,unit,iso_only,AD,,"[""AD""]",True,653.2281668801356,,AD_LARGE_30,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,3.75,1.0,7.1,,,cost,26.603309786726406,34.67052807594344,unit,iso_only,AD,,"[""AD""]",True,27.570528075943436,,AD_UNLIMITED_1,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,7.0,2.0,11.4,,,cost,50.46660057230091,65.33485673540667,unit,iso_only,AD,,"[""AD""]",True,53.934856735406676,,AD_UNLIMITED_2,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,10.25,3.0,15.7,,,cost,73.87909065071553,95.41990648616945,unit,iso_only,AD,,"[""AD""]",True,79.71990648616945,,AD_UNLIMITED_3,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,13.5,4.0,19.85,,,cost,97.05822911201281,125.20509940893645,unit,iso_only,AD,,"[""AD""]",True,105.35509940893644,,AD_UNLIMITED_4,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,16.5,5.0,23.5,,,cost,120.0882430305065,154.79866729420087,unit,iso_only,AD,,"[""AD""]",True,131.29866729420087,,AD_UNLIMITED_5,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,19.75,6.0,27.25,,,cost,143.01232917773183,184.25611799338537,unit,iso_only,AD,,"[""AD""]",True,157.00611799338537,,AD_UNLIMITED_6,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,22.75,7.0,30.55,,,cost,165.85614841738004,213.61042571633334,unit,iso_only,AD,,"[""AD""]",True,183.06042571633333,,AD_UNLIMITED_7,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,26.0,8.0,33.85,,,cost,188.63642022172183,242.88307498491258,unit,iso_only,AD,,"[""AD""]",True,209.0330749849126,,AD_UNLIMITED_8,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,29.0,9.0,36.75,,,cost,211.36475797585925,272.0889889989792,unit,iso_only,AD,,"[""AD""]",True,235.33898899897918,,AD_UNLIMITED_9,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,32.25,10.0,39.65,,,cost,234.0496173147963,301.2390332495132,unit,iso_only,AD,,"[""AD""]",True,261.58903324951325,,AD_UNLIMITED_10,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,35.25,11.0,42.15,,,cost,256.6973815599546,330.3414103045416,unit,iso_only,AD,,"[""AD""]",True,288.19141030454165,,AD_UNLIMITED_11,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,38.25,12.0,44.5,,,cost,279.31300991711106,359.4024927434877,unit,iso_only,AD,,"[""AD""]",True,314.9024927434877,,AD_UNLIMITED_12,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,41.5,13.0,46.95,,,cost,301.9004461822831,388.42734834423374,unit,iso_only,AD,,"[""AD""]",True,341.47734834423375,,AD_UNLIMITED_13,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,44.5,14.0,49.0,,,cost,324.46288797012056,417.4200860416049,unit,iso_only,AD,,"[""AD""]",True,368.4200860416049,,AD_UNLIMITED_14,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,47.5,15.0,50.95,,,cost,347.0029705735716,446.38409218703947,unit,iso_only,AD,,"[""AD""]",True,395.4340921870395,,AD_UNLIMITED_15,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,50.75,16.0,52.9,,,cost,369.5228963782657,475.32219684607145,unit,iso_only,AD,,"[""AD""]",True,422.4221968460715,,AD_UNLIMITED_16,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,53.75,17.0,54.6,,,cost,392.02452832904817,504.23679390282695,unit,iso_only,AD,,"[""AD""]",True,449.6367939028269,,AD_UNLIMITED_17,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,56.75,18.0,56.2,,,cost,414.50945894826276,533.1299297485176,unit,iso_only,AD,,"[""AD""]",True,476.9299297485176,,AD_UNLIMITED_18,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,60.0,19.0,57.85,,,cost,436.97906229527337,562.0033700494263,unit,iso_only,AD,,"[""AD""]",True,504.15337004942626,,AD_UNLIMITED_19,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,63.0,20.0,59.25,,,cost,459.434533753813,590.8586508736498,unit,iso_only,AD,,"[""AD""]",True,531.6086508736498,,AD_UNLIMITED_20,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,66.0,21.0,60.55,,,cost,481.8769209608639,619.6971184347102,unit,iso_only,AD,,"[""AD""]",True,559.1471184347103,,AD_UNLIMITED_21,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,69.25,22.0,61.95,,,cost,504.3071481746438,648.5199604044174,unit,iso_only,AD,,"[""AD""]",True,586.5699604044173,,AD_UNLIMITED_22,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,72.25,23.0,63.1,,,cost,526.7260357065629,677.3282308829333,unit,iso_only,AD,,"[""AD""]",True,614.2282308829333,,AD_UNLIMITED_23,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,75.25,24.0,64.2,,,cost,549.1343155868236,706.1228705290683,unit,iso_only,AD,,"[""AD""]",True,641.9228705290683,,AD_UNLIMITED_24,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,78.25,25.0,65.2,,,cost,571.5326443192321,734.9047229502132,unit,iso_only,AD,,"[""AD""]",True,669.7047229502132,,AD_UNLIMITED_25,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,81.5,26.0,66.3,,,cost,593.9216133601675,763.6745481678153,unit,iso_only,AD,,"[""AD""]",True,697.3745481678153,,AD_UNLIMITED_26,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,84.5,27.0,67.2,,,cost,616.3017577991867,792.4330337719549,unit,iso_only,AD,,"[""AD""]",True,725.2330337719549,,AD_UNLIMITED_27,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,87.5,28.0,68.05,,,cost,638.6735636046801,821.180804232014,unit,iso_only,AD,,"[""AD""]",True,753.130804232014,,AD_UNLIMITED_28,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,90.5,29.0,68.85,,,cost,661.0374737142675,849.9184287228338,unit,iso_only,AD,,"[""AD""]",True,781.0684287228338,,AD_UNLIMITED_29,,,,,,,,,,,
HT,AD,Andorra,,Unlimited,93.75,30.0,69.7,,,cost,683.3938931873901,878.6464277457962,unit,iso_only,AD,,"[""AD""]",True,808.9464277457962,,AD_UNLIMITED_30,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,0.5,1.0,3.55,,,cost,0.8416910671872,1.566848021335552,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_1,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,1.0,2.0,4.6,,,cost,1.6115022310552234,2.5560553669059622,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_2,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,1.25,3.0,5.35,,,cost,2.369487377938238,3.5300662806506358,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_3,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,1.75,4.0,6.4,,,cost,3.1213509279743996,4.496210942447103,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_4,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,2.25,5.0,7.4,,,cost,3.8693024402784393,5.457328635757795,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_5,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,2.5,6.0,8.15,,,cost,4.614475111284522,6.41487551800061,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_6,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,3.0,7.0,9.15,,,cost,5.357542111653305,7.3697166134744965,unit,iso_only,AE,,"[""AE""]",False,0.0,AE|Basic|7,AE_BASIC_7,9.15,AE|Basic|7,P3,percentage,5.0,P3 (-5%),9.15,8.6925,3.0,3.0,3.0500000000000003
HT,AE,United Arab Emirates,,Basic,3.25,8.0,9.85,,,cost,6.0989420493104465,8.322415533363923,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_8,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,3.75,9.0,10.85,,,cost,6.838979582361601,9.273363763334658,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_9,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,4.0,10.0,11.55,,,cost,7.577876530519087,10.222846341717027,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_10,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,4.5,11.0,12.5,,,cost,8.315800349748155,11.17107844942638,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_11,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,4.75,12.0,13.15,,,cost,9.052881136676476,12.118227260629272,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_12,,,,,,,,,,,
HT,AE,United Arab Emirates,,Basic,5.25,13.0,14.1,,,cost,9.789222350322508,13.064425720164422,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_13,,,,,,,,,,,
