Provider,ISO,Country,URL,Plan,GB,Days,Price,Currency,Price_USD,ISO3,Type,Cost,Cost_Floor_Reference,SurfaceModeUsed,PricingSourceUsed,PricingUnitIdUsed,PricingRegionUsed,PricingUnitCountriesUsed,Is_Below_Cost_Floor,Cost_Floor_Gap,sku_scope_key,SKU,OverridePrice,PromoScopeKey,PromoCode,PromoType,PromoValue,PromoLabel,PromoBasePrice,FinalPriceAfterPromo,CompetitorTargetPricePerGB,CompetitorMinPricePerGB,HTPricePerGB,EUR_TO_USD
HT,AD,Andorra,,Basic,0.5,1.0,3.65,USD,3.65,,cost,3.1415180343705598,4.522125674166169,unit,iso_only,AD,,"[""AD""]",True,0.8721256741661692,,AD_BASIC_1,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,1.0,2.0,4.65,USD,4.65,,cost,6.01475234637653,8.21423176509384,unit,iso_only,AD,,"[""AD""]",True,3.56423176509384,,AD_BASIC_2,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,1.25,3.0,5.4,USD,5.4,,cost,8.843847368943047,11.849618869091815,unit,iso_only,AD,,"[""AD""]",True,6.449618869091815,,AD_BASIC_3,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,1.75,4.0,6.35,USD,6.35,,cost,11.650094214021118,15.455646065017136,unit,iso_only,AD,,"[""AD""]",True,9.105646065017137,,AD_BASIC_4,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,2.25,5.0,7.35,USD,7.35,,cost,14.44173981457408,19.042910661727692,unit,iso_only,AD,,"[""AD""]",True,11.692910661727693,,AD_BASIC_5,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,2.5,6.0,8.0,USD,8.0,,cost,17.22301369990692,22.616847604380393,unit,iso_only,AD,,"[""AD""]",True,14.616847604380393,,AD_BASIC_6,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,3.0,7.0,8.9,USD,8.9,,cost,19.99642840443174,26.180685499694786,unit,iso_only,AD,,"[""AD""]",True,17.280685499694783,,AD_BASIC_7,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,3.25,8.0,9.5,USD,9.5,,cost,22.763620983313057,29.73652796355728,unit,iso_only,AD,,"[""AD""]",True,20.23652796355728,,AD_BASIC_8,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,3.75,9.0,10.4,USD,10.4,,cost,25.525728538951682,33.28583617255291,unit,iso_only,AD,,"[""AD""]",True,22.885836172552914,,AD_BASIC_9,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,4.0,10.0,11.0,USD,11.0,,cost,28.28357898868426,36.82967400045927,unit,iso_only,AD,,"[""AD""]",True,25.82967400045927,,AD_BASIC_10,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,4.5,11.0,11.85,USD,11.85,,cost,31.0377973432247,40.36884458604374,unit,iso_only,AD,,"[""AD""]",True,28.51884458604374,,AD_BASIC_11,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,4.75,12.0,12.4,USD,12.4,,cost,33.78886917372609,43.903971888238026,unit,iso_only,AD,,"[""AD""]",True,31.503971888238027,,AD_BASIC_12,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,5.25,13.0,13.2,USD,13.2,,cost,36.537180629436044,47.43555210882532,unit,iso_only,AD,,"[""AD""]",True,34.23555210882532,,AD_BASIC_13,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,5.5,14.0,13.75,USD,13.75,,cost,39.28304479868007,50.96398756630389,unit,iso_only,AD,,"[""AD""]",True,37.21398756630389,,AD_BASIC_14,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,6.0,15.0,14.5,USD,14.5,,cost,42.02671971112928,54.48960982880113,unit,iso_only,AD,,"[""AD""]",True,39.98960982880113,,AD_BASIC_15,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,6.5,16.0,15.3,USD,15.3,,cost,44.76842100916224,58.01269599677348,unit,iso_only,AD,,"[""AD""]",True,42.712695996773476,,AD_BASIC_16,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,6.75,17.0,15.75,USD,15.75,,cost,47.508331099462055,61.53348046280874,unit,iso_only,AD,,"[""AD""]",True,45.78348046280874,,AD_BASIC_17,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,7.25,18.0,16.5,USD,16.5,,cost,50.24660591080959,65.05216359539033,unit,iso_only,AD,,"[""AD""]",True,48.552163595390326,,AD_BASIC_18,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,7.5,19.0,16.95,USD,16.95,,cost,52.98337998160063,68.56891827635681,unit,iso_only,AD,,"[""AD""]",True,51.61891827635681,,AD_BASIC_19,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,8.0,20.0,17.65,USD,17.65,,cost,55.71877035554816,72.08389490687938,unit,iso_only,AD,,"[""AD""]",True,54.43389490687938,,AD_BASIC_20,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,8.25,21.0,18.1,USD,18.1,,cost,58.45287961002452,75.5972252988815,unit,iso_only,AD,,"[""AD""]",True,57.497225298881496,,AD_BASIC_21,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,8.75,22.0,18.75,USD,18.75,,cost,61.18579824200618,79.10902574097794,unit,iso_only,AD,,"[""AD""]",True,60.35902574097794,,AD_BASIC_22,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,9.0,23.0,19.15,USD,19.15,,cost,63.91760657071668,82.61939944337094,unit,iso_only,AD,,"[""AD""]",True,63.46939944337094,,AD_BASIC_23,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,9.5,24.0,19.8,USD,19.8,,cost,66.64837627149385,86.12843850886958,unit,iso_only,AD,,"[""AD""]",True,66.32843850886958,,AD_BASIC_24,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,9.75,25.0,20.2,USD,20.2,,cost,69.3781716246528,89.63622553767884,unit,iso_only,AD,,"[""AD""]",True,69.43622553767884,,AD_BASIC_25,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,10.25,26.0,20.8,USD,20.8,,cost,72.10705054151423,93.14283494584578,unit,iso_only,AD,,"[""AD""]",True,72.34283494584578,,AD_BASIC_26,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,10.5,27.0,21.15,USD,21.15,,cost,74.83506541434915,96.64833405743866,unit,iso_only,AD,,"[""AD""]",True,75.49833405743865,,AD_BASIC_27,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,11.0,28.0,21.75,USD,21.75,,cost,77.56226382582348,100.15278401618318,unit,iso_only,AD,,"[""AD""]",True,78.40278401618318,,AD_BASIC_28,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,11.25,29.0,22.1,USD,22.1,,cost,80.28868914532747,103.6562405517458,unit,iso_only,AD,,"[""AD""]",True,81.55624055174579,,AD_BASIC_29,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Basic,11.75,30.0,22.65,USD,22.65,,cost,83.01438103348197,107.15875462802433,unit,iso_only,AD,,"[""AD""]",True,84.50875462802432,,AD_BASIC_30,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,1.5,1.0,4.65,USD,4.65,,cost,10.31906379399168,13.745271975279309,unit,iso_only,AD,,"[""AD""]",True,9.095271975279308,,AD_MODERATE_1,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,3.0,2.0,6.75,USD,6.75,,cost,19.83327642088959,25.971035200843122,unit,iso_only,AD,,"[""AD""]",True,19.221035200843122,,AD_MODERATE_2,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,4.25,3.0,8.65,USD,8.65,,cost,29.215071179469142,38.02664146561784,unit,iso_only,AD,,"[""AD""]",True,29.376641465617844,,AD_MODERATE_3,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,5.5,4.0,10.5,USD,10.5,,cost,38.52832140558337,49.99416800617463,unit,iso_only,AD,,"[""AD""]",True,39.49416800617463,,AD_MODERATE_4,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,6.75,5.0,12.35,USD,12.35,,cost,47.797767898122245,61.905406749087085,unit,iso_only,AD,,"[""AD""]",True,49.55540674908708,,AD_MODERATE_5,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,8.0,6.0,14.15,USD,14.15,,cost,57.03609924500077,73.77666252982598,unit,iso_only,AD,,"[""AD""]",True,59.626662529825985,,AD_MODERATE_6,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,9.5,7.0,16.15,USD,16.15,,cost,66.25085304945523,85.61762116854997,unit,iso_only,AD,,"[""AD""]",True,69.46762116854998,,AD_MODERATE_7,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,10.75,8.0,17.85,USD,17.85,,cost,75.4469404769792,97.43459351291827,unit,iso_only,AD,,"[""AD""]",True,79.58459351291827,,AD_MODERATE_8,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,12.0,9.0,19.45,USD,19.45,,cost,84.62777283477504,109.23196309268593,unit,iso_only,AD,,"[""AD""]",True,89.78196309268593,,AD_MODERATE_9,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,13.25,10.0,21.0,USD,21.0,,cost,93.7958338748528,121.01292152918586,unit,iso_only,AD,,"[""AD""]",True,100.01292152918586,,AD_MODERATE_10,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,14.5,11.0,22.45,USD,22.45,,cost,102.95299862935413,132.77987823872004,unit,iso_only,AD,,"[""AD""]",True,110.32987823872004,,AD_MODERATE_11,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,15.75,12.0,23.9,USD,23.9,,cost,112.10072381173829,144.53470509808372,unit,iso_only,AD,,"[""AD""]",True,120.63470509808371,,AD_MODERATE_12,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,17.0,13.0,25.25,USD,25.25,,cost,121.24016786974815,156.27889071262638,unit,iso_only,AD,,"[""AD""]",True,131.02889071262638,,AD_MODERATE_13,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,18.25,14.0,26.55,USD,26.55,,cost,130.37227006836022,168.01364203784289,unit,iso_only,AD,,"[""AD""]",True,141.46364203784287,,AD_MODERATE_14,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,19.5,15.0,27.85,USD,27.85,,cost,139.49780449658786,179.7399537781154,unit,iso_only,AD,,"[""AD""]",True,151.8899537781154,,AD_MODERATE_15,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,21.0,16.0,29.25,USD,29.25,,cost,148.6174180815667,191.45865723481322,unit,iso_only,AD,,"[""AD""]",True,162.20865723481322,,AD_MODERATE_16,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,22.25,17.0,30.4,USD,30.4,,cost,157.73165804334621,203.1704555856999,unit,iso_only,AD,,"[""AD""]",True,172.7704555856999,,AD_MODERATE_17,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,23.5,18.0,31.5,USD,31.5,,cost,166.8409921682688,214.87594993622542,unit,iso_only,AD,,"[""AD""]",True,183.37594993622542,,AD_MODERATE_18,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,24.75,19.0,32.55,USD,32.55,,cost,175.94582407152188,226.57565893190562,unit,iso_only,AD,,"[""AD""]",True,194.02565893190564,,AD_MODERATE_19,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,26.0,20.0,33.6,USD,33.6,,cost,185.0465048842445,238.2700337762542,unit,iso_only,AD,,"[""AD""]",True,204.6700337762542,,AD_MODERATE_20,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,27.25,21.0,34.55,USD,34.55,,cost,194.1433423385536,249.95946990504137,unit,iso_only,AD,,"[""AD""]",True,215.40946990504136,,AD_MODERATE_21,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,28.5,22.0,35.5,USD,35.5,,cost,203.2366079253786,261.6443161841115,unit,iso_only,AD,,"[""AD""]",True,226.14431618411152,,AD_MODERATE_22,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,29.75,23.0,36.4,USD,36.4,,cost,212.32654260239008,273.3248822440712,unit,iso_only,AD,,"[""AD""]",True,236.9248822440712,,AD_MODERATE_23,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,31.0,24.0,37.25,USD,37.25,,cost,221.41336139560156,285.001444393348,unit,iso_only,AD,,"[""AD""]",True,247.75144439334798,,AD_MODERATE_24,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,32.25,25.0,38.05,USD,38.05,,cost,230.4972571459584,296.6742504325565,unit,iso_only,AD,,"[""AD""]",True,258.6242504325565,,AD_MODERATE_25,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,33.5,26.0,38.85,USD,38.85,,cost,239.57840358742268,308.34352360983814,unit,iso_only,AD,,"[""AD""]",True,269.4935236098381,,AD_MODERATE_26,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,34.75,27.0,39.65,USD,39.65,,cost,248.65695789680743,320.00946589739755,unit,iso_only,AD,,"[""AD""]",True,280.35946589739757,,AD_MODERATE_27,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,36.25,28.0,40.5,USD,40.5,,cost,257.73306282211047,331.67226072641193,unit,iso_only,AD,,"[""AD""]",True,291.17226072641193,,AD_MODERATE_28,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,37.5,29.0,41.2,USD,41.2,,cost,266.80684847150246,343.33207528588065,unit,iso_only,AD,,"[""AD""]",True,302.13207528588066,,AD_MODERATE_29,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Moderate,38.75,30.0,41.9,USD,41.9,,cost,275.87843382684594,354.98906246749704,unit,iso_only,AD,,"[""AD""]",True,313.08906246749706,,AD_MODERATE_30,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,2.75,1.0,5.85,USD,5.85,,cost,19.264160702791685,25.239721503087313,unit,iso_only,AD,,"[""AD""]",True,19.389721503087316,,AD_LARGE_1,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,5.5,2.0,9.4,USD,9.4,,cost,37.7234702384896,48.959934256459135,unit,iso_only,AD,,"[""AD""]",True,39.55993425645914,,AD_LARGE_2,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,8.0,3.0,12.75,USD,12.75,,cost,56.050361905869146,72.50999004904186,unit,iso_only,AD,,"[""AD""]",True,59.75999004904186,,AD_LARGE_3,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,10.5,4.0,16.05,USD,16.05,,cost,74.30870904078336,95.97196611740661,unit,iso_only,AD,,"[""AD""]",True,79.92196611740661,,AD_LARGE_4,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,13.0,5.0,19.25,USD,19.25,,cost,92.52325244212226,119.3776543881271,unit,iso_only,AD,,"[""AD""]",True,100.1276543881271,,AD_LARGE_5,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,15.5,6.0,22.25,USD,22.25,,cost,110.70668069780078,142.743359696674,unit,iso_only,AD,,"[""AD""]",True,120.49335969667399,,AD_LARGE_6,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,18.25,7.0,25.4,USD,25.4,,cost,128.86653141105523,166.07876786320597,unit,iso_only,AD,,"[""AD""]",True,140.67876786320596,,AD_LARGE_7,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,20.75,8.0,28.15,USD,28.15,,cost,147.0077157473792,189.39018973538225,unit,iso_only,AD,,"[""AD""]",True,161.24018973538224,,AD_LARGE_8,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,23.25,9.0,30.75,USD,30.75,,cost,165.13364501397507,212.68200884295797,unit,iso_only,AD,,"[""AD""]",True,181.93200884295797,,AD_LARGE_9,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,25.75,10.0,33.2,USD,33.2,,cost,183.24680296285277,235.95741680726582,unit,iso_only,AD,,"[""AD""]",True,202.75741680726583,,AD_LARGE_10,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,28.25,11.0,35.5,USD,35.5,,cost,201.34906462615413,259.2188230446081,unit,iso_only,AD,,"[""AD""]",True,223.7188230446081,,AD_LARGE_11,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,30.75,12.0,37.65,USD,37.65,,cost,219.4418867173383,282.4680994317797,unit,iso_only,AD,,"[""AD""]",True,244.8180994317797,,AD_LARGE_12,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,33.25,13.0,39.7,USD,39.7,,cost,237.52642768414816,305.7067345741304,unit,iso_only,AD,,"[""AD""]",True,266.0067345741304,,AD_LARGE_13,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,35.75,14.0,41.65,USD,41.65,,cost,255.60362679156026,328.9359354271549,unit,iso_only,AD,,"[""AD""]",True,287.2859354271549,,AD_LARGE_14,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,38.25,15.0,43.5,USD,43.5,,cost,273.67425812858784,352.1566966952354,unit,iso_only,AD,,"[""AD""]",True,308.6566966952354,,AD_LARGE_15,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,41.0,16.0,45.4,USD,45.4,,cost,291.73896862236677,375.3698496797413,unit,iso_only,AD,,"[""AD""]",True,329.96984967974134,,AD_LARGE_16,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,43.5,17.0,47.05,USD,47.05,,cost,309.79830549294616,398.57609755843583,unit,iso_only,AD,,"[""AD""]",True,351.5260975584358,,AD_LARGE_17,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,46.0,18.0,48.55,USD,48.55,,cost,327.85273652666876,421.77604143676933,unit,iso_only,AD,,"[""AD""]",True,373.2260414367693,,AD_LARGE_18,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,48.5,19.0,50.0,USD,50.0,,cost,345.90266533872193,444.9701999602577,unit,iso_only,AD,,"[""AD""]",True,394.9701999602577,,AD_LARGE_19,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,51.0,20.0,51.4,USD,51.4,,cost,363.94844306024453,468.1590243324142,unit,iso_only,AD,,"[""AD""]",True,416.75902433241424,,AD_LARGE_20,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,53.5,21.0,52.7,USD,52.7,,cost,381.99037742335355,491.3429099890093,unit,iso_only,AD,,"[""AD""]",True,438.6429099890093,,AD_LARGE_21,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,56.0,22.0,53.9,USD,53.9,,cost,400.0287399189786,514.5222057958874,unit,iso_only,AD,,"[""AD""]",True,460.62220579588745,,AD_LARGE_22,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,58.5,23.0,55.05,USD,55.05,,cost,418.06377150479005,537.6972213836552,unit,iso_only,AD,,"[""AD""]",True,482.6472213836552,,AD_LARGE_23,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,61.0,24.0,56.15,USD,56.15,,cost,436.0956872068016,560.8682330607401,unit,iso_only,AD,,"[""AD""]",True,504.7182330607401,,AD_LARGE_24,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,63.5,25.0,57.2,USD,57.2,,cost,454.1246798659584,584.0354886277565,unit,iso_only,AD,,"[""AD""]",True,526.8354886277565,,AD_LARGE_25,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,66.0,26.0,58.2,USD,58.2,,cost,472.15092321622274,607.1992113328462,unit,iso_only,AD,,"[""AD""]",True,548.9992113328461,,AD_LARGE_26,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,68.5,27.0,59.1,USD,59.1,,cost,490.1745744344075,630.3596031482135,unit,iso_only,AD,,"[""AD""]",True,571.2596031482135,,AD_LARGE_27,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,71.25,28.0,60.1,USD,60.1,,cost,508.1957762685105,653.516847505036,unit,iso_only,AD,,"[""AD""]",True,593.416847505036,,AD_LARGE_28,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,73.75,29.0,60.95,USD,60.95,,cost,526.2146588267025,676.6711115923126,unit,iso_only,AD,,"[""AD""]",True,615.7211115923126,,AD_LARGE_29,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Large,76.25,30.0,61.75,USD,61.75,,cost,544.231341090846,699.822548301737,unit,iso_only,AD,,"[""AD""]",True,638.072548301737,,AD_LARGE_30,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,3.75,1.0,6.9,USD,6.9,,cost,26.048122198425602,33.9571120249769,unit,iso_only,AD,,"[""AD""]",True,27.057112024976902,,AD_UNLIMITED_1,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,7.0,2.0,11.05,USD,11.05,,cost,49.413407173205314,63.98150321756883,unit,iso_only,AD,,"[""AD""]",True,52.93150321756883,,AD_UNLIMITED_2,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,10.25,3.0,15.3,USD,15.3,,cost,72.33729925359049,93.43870454086377,unit,iso_only,AD,,"[""AD""]",True,78.13870454086377,,AD_UNLIMITED_3,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,13.5,4.0,19.4,USD,19.4,,cost,95.0327095590912,122.6023067834322,unit,iso_only,AD,,"[""AD""]",True,103.20230678343219,,AD_UNLIMITED_4,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,16.5,5.0,23.05,USD,23.05,,cost,117.58210741934083,151.57828303385298,unit,iso_only,AD,,"[""AD""]",True,128.52828303385297,,AD_UNLIMITED_5,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,19.75,6.0,26.8,USD,26.8,,cost,140.02778812738924,180.4209827436952,unit,iso_only,AD,,"[""AD""]",True,153.62098274369518,,AD_UNLIMITED_6,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,22.75,7.0,30.05,USD,30.05,,cost,162.3948770273574,209.16269198015428,unit,iso_only,AD,,"[""AD""]",True,179.11269198015427,,AD_UNLIMITED_7,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,26.0,8.0,33.35,USD,33.35,,cost,184.69974467089062,237.82444690209445,unit,iso_only,AD,,"[""AD""]",True,204.47444690209446,,AD_UNLIMITED_8,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,29.0,9.0,36.25,USD,36.25,,cost,206.9537620819968,266.4208592753659,unit,iso_only,AD,,"[""AD""]",True,230.1708592753659,,AD_UNLIMITED_9,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,32.25,10.0,39.2,USD,39.2,,cost,229.16520843404263,294.9625678377448,unit,iso_only,AD,,"[""AD""]",True,255.76256783774483,,AD_UNLIMITED_10,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,35.25,11.0,41.7,USD,41.7,,cost,251.3403338341671,323.4576039769047,unit,iso_only,AD,,"[""AD""]",True,281.7576039769047,,AD_UNLIMITED_11,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,38.25,12.0,44.1,USD,44.1,,cost,273.4839939939009,351.9122072821627,unit,iso_only,AD,,"[""AD""]",True,307.81220728216266,,AD_UNLIMITED_12,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,41.5,13.0,46.5,USD,46.5,,cost,295.6000504057205,380.3313397713508,unit,iso_only,AD,,"[""AD""]",True,333.8313397713508,,AD_UNLIMITED_13,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,44.5,14.0,48.6,USD,48.6,,cost,317.6916339528808,408.7190246294518,unit,iso_only,AD,,"[""AD""]",True,360.11902462945176,,AD_UNLIMITED_14,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,47.5,15.0,50.55,USD,50.55,,cost,339.76132493209286,437.07857753773936,unit,iso_only,AD,,"[""AD""]",True,386.52857753773935,,AD_UNLIMITED_15,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,50.75,16.0,52.55,USD,52.55,,cost,361.8112797671425,465.4127695007781,unit,iso_only,AD,,"[""AD""]",True,412.8627695007781,,AD_UNLIMITED_16,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,53.75,17.0,54.3,USD,54.3,,cost,383.84332252486064,493.7239444444459,unit,iso_only,AD,,"[""AD""]",True,439.4239444444459,,AD_UNLIMITED_17,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,56.75,18.0,55.9,USD,55.9,,cost,405.85901249305596,522.0141060535769,unit,iso_only,AD,,"[""AD""]",True,466.11410605357696,,AD_UNLIMITED_18,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,60.0,19.0,57.6,USD,57.6,,cost,427.8596950556863,550.2849831465569,unit,iso_only,AD,,"[""AD""]",True,492.6849831465569,,AD_UNLIMITED_19,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,63.0,20.0,59.0,USD,59.0,,cost,449.84654064988166,578.5380797350979,unit,iso_only,AD,,"[""AD""]",True,519.5380797350979,,AD_UNLIMITED_20,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,66.0,21.0,60.35,USD,60.35,,cost,471.8205750493653,606.7747139384344,unit,iso_only,AD,,"[""AD""]",True,546.4247139384344,,AD_UNLIMITED_21,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,69.25,22.0,61.75,USD,61.75,,cost,493.78270322390193,634.996048642714,unit,iso_only,AD,,"[""AD""]",True,573.246048642714,,AD_UNLIMITED_22,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,72.25,23.0,62.95,USD,62.95,,cost,515.7337283657268,663.203115949959,unit,iso_only,AD,,"[""AD""]",True,600.253115949959,,AD_UNLIMITED_23,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,75.25,24.0,64.05,USD,64.05,,cost,537.6743672282184,691.3968368882606,unit,iso_only,AD,,"[""AD""]",True,627.3468368882607,,AD_UNLIMITED_24,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,78.25,25.0,65.1,USD,65.1,,cost,559.605262614528,719.5780374596684,unit,iso_only,AD,,"[""AD""]",True,654.4780374596684,,AD_UNLIMITED_25,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,81.5,26.0,66.2,USD,66.2,,cost,581.5269936378623,747.7474618246531,unit,iso_only,AD,,"[""AD""]",True,681.547461824653,,AD_UNLIMITED_26,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,84.5,27.0,67.15,USD,67.15,,cost,603.4400842209316,775.9057832238971,unit,iso_only,AD,,"[""AD""]",True,708.7557832238971,,AD_UNLIMITED_27,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,87.5,28.0,68.0,USD,68.0,,cost,625.3450101903949,804.0536130946574,unit,iso_only,AD,,"[""AD""]",True,736.0536130946574,,AD_UNLIMITED_28,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,90.5,29.0,68.85,USD,68.85,,cost,647.2422052401549,832.1915087335991,unit,iso_only,AD,,"[""AD""]",True,763.3415087335991,,AD_UNLIMITED_29,,,,,,,,,,,,1.1401
HT,AD,Andorra,,Unlimited,93.75,30.0,69.7,USD,69.7,,cost,669.1320659764199,860.3199797796995,unit,iso_only,AD,,"[""AD""]",True,790.6199797796994,,AD_UNLIMITED_30,,,,,,,,,,,,1.1401
HT,AE,United Arab Emirates,,Basic,0.5,1.0,3.3,USD,3.3,,cost,0.8241257177087998,1.5442765472558078,unit,iso_only,AE,,"[""AE""]",False,0.0,,AE_BASIC_1,,,,,,,,,,,,1.1401
