ISO3,Provider,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,SpecialOffer_old,SpecialOffer_new
HRV,holafly,25,75,deleted,,68.9,,,
HRV,holafly,26,78,deleted,,69.9,,,
HRV,holafly,27,81,deleted,,70.9,,,
HRV,holafly,28,84,deleted,,71.9,,,
HRV,holafly,29,87,deleted,,72.9,,,
HRV,holafly,30,90,deleted,,74.9,,,
HRV,vodafone,7,5,changed,price,10.0,11.0,N,N
HRV,vodafone,7,10,new,,,12.0,,N
HRV,vodafone,15,10,changed,price,12.0,13.0,N,N
HRV,vodafone,15,20,new,,,14.5,,N
HRV,vodafone,30,20,changed,price,20.0,20.5,N,N
HRV,vodafone,30,40,new,,,22.5,,N
HRV,vodafone,30,50,changed,price,30.0,31.0,N,N
HRV,vodafone,30,100,new,,,34.0,,N
HUN,holafly,1,3,deleted,,3.9,,,
HUN,holafly,2,6,deleted,,7.8,,,
HUN,holafly,3,9,deleted,,11.7,,,
HUN,holafly,4,12,deleted,,15.6,,,
HUN,holafly,5,15,deleted,,19.5,,,
HUN,holafly,6,18,deleted,,23.4,,,
HUN,holafly,7,21,deleted,,27.3,,,
HUN,holafly,8,24,deleted,,31.2,,,
HUN,holafly,9,27,deleted,,34.9,,,
HUN,holafly,10,30,deleted,,36.9,,,
HUN,holafly,11,33,deleted,,39.9,,,
HUN,holafly,12,36,deleted,,43.9,,,
HUN,holafly,13,39,deleted,,45.9,,,
HUN,holafly,14,42,deleted,,47.9,,,
HUN,holafly,15,45,deleted,,50.9,,,
HUN,holafly,16,48,deleted,,52.9,,,
HUN,holafly,17,51,deleted,,54.9,,,
HUN,holafly,18,54,deleted,,56.9,,,
HUN,holafly,19,57,deleted,,59.9,,,
HUN,holafly,20,60,deleted,,61.9,,,
HUN,holafly,21,63,deleted,,63.9,,,
HUN,holafly,22,66,deleted,,64.9,,,
HUN,holafly,23,69,deleted,,65.9,,,
HUN,holafly,24,72,deleted,,66.9,,,
HUN,holafly,25,75,deleted,,68.9,,,
HUN,holafly,26,78,deleted,,69.9,,,
HUN,holafly,27,81,deleted,,70.9,,,
HUN,holafly,28,84,deleted,,71.9,,,
HUN,holafly,29,87,deleted,,72.9,,,
HUN,holafly,30,90,deleted,,74.9,,,
HUN,vodafone,10,10,changed,price,11.5,12.0,N,N
HUN,vodafone,10,20,new,,,13.0,,N
HUN,vodafone,30,20,changed,price,16.5,17.0,N,N
HUN,vodafone,30,40,new,,,19.0,,N
HUN,vodafone,30,50,changed,price,26.5,27.5,N,N
HUN,vodafone,30,100,new,,,30.5,,N
IDN,airalo,3,3,changed,price,8.5,8.0,,
IDN,airalo,3,9,changed,price,11.5,11.0,,
IDN,airalo,5,15,changed,price,19.5,19.0,,
IDN,airalo,7,3,changed,price,9.0,8.5,,
IDN,airalo,7,5,changed,price,13.0,12.0,,
IDN,airalo,7,10,changed,price,20.0,19.0,,
IDN,airalo,15,5,changed,price,13.5,13.0,,
IDN,airalo,15,10,changed,price,21.0,20.0,,
IDN,airalo,30,5,changed,price,14.0,13.5,,
IDN,airalo,30,10,changed,price,22.0,21.0,,
IDN,airalo,30,50,changed,price,42.0,49.0,,
IDN,airalo,30,90,changed,price,72.5,69.0,,
IDN,orange,7,1,new,,,4.99,,
IDN,orange,7,3,new,,,9.99,,
IDN,orange,7,10,new,,,20.99,,
IDN,orange,14,20,changed,price,13.99,14.99,50% OFF,50% OFF
IDN,orange,30,20,changed,price+promo,28.99,35.99,15% OFF,
IDN,orange,30,100,changed,price+promo,70.99,82.99,15% OFF,
IDN,orange,45,100,new,,,71.99,,
IDN,vodafone,7,3,changed,price,10.0,11.0,N,N
IDN,vodafone,7,6,new,,,12.0,,N
IDN,vodafone,15,5,changed,price,11.5,12.0,N,N
IDN,vodafone,15,10,new,,,13.0,,N
IDN,vodafone,30,10,changed,price,17.5,18.0,N,N
IDN,vodafone,30,20,changed,price,29.5,20.0,N,N
IDN,vodafone,30,40,new,,,34.0,,N
IND,orange,7,1,new,,,4.99,,
IND,orange,7,3,new,,,11.99,,
IND,orange,7,5,new,,,15.99,,
IND,orange,7,10,new,,,22.99,,
IND,orange,14,10,new,,,23.99,,
IND,orange,30,10,deleted,,24.99,,,
IND,orange,45,100,new,,,85.99,,
IND,vodafone,10,5,changed,price,11.5,12.0,N,N
IND,vodafone,10,10,new,,,13.0,,N
IND,vodafone,15,45,new,,,63.5,,N
IND,vodafone,15,100,deleted,,61.0,,N,
IND,vodafone,30,10,changed,price,17.5,18.0,N,N
IND,vodafone,30,20,changed,price,29.0,20.0,N,N
IND,vodafone,30,40,new,,,34.0,,N
IRL,holafly,1,3,deleted,,3.9,,,
IRL,holafly,2,6,deleted,,7.8,,,
IRL,holafly,3,9,deleted,,11.7,,,
IRL,holafly,4,12,deleted,,15.6,,,
IRL,holafly,5,15,deleted,,19.5,,,
IRL,holafly,6,18,deleted,,23.4,,,
IRL,holafly,7,21,deleted,,27.3,,,
IRL,holafly,8,24,deleted,,31.2,,,
IRL,holafly,9,27,deleted,,34.9,,,
IRL,holafly,10,30,deleted,,36.9,,,
IRL,holafly,11,33,deleted,,39.9,,,
IRL,holafly,12,36,deleted,,43.9,,,
IRL,holafly,13,39,deleted,,45.9,,,
IRL,holafly,14,42,deleted,,47.9,,,
IRL,holafly,15,45,deleted,,50.9,,,
IRL,holafly,16,48,deleted,,52.9,,,
IRL,holafly,17,51,deleted,,54.9,,,
IRL,holafly,18,54,deleted,,56.9,,,
IRL,holafly,19,57,deleted,,59.9,,,
IRL,holafly,20,60,deleted,,61.9,,,
IRL,holafly,21,63,deleted,,63.9,,,
IRL,holafly,22,66,deleted,,64.9,,,
IRL,holafly,23,69,deleted,,65.9,,,
IRL,holafly,24,72,deleted,,66.9,,,
IRL,holafly,25,75,deleted,,68.9,,,
IRL,holafly,26,78,deleted,,69.9,,,
IRL,holafly,27,81,deleted,,70.9,,,
IRL,holafly,28,84,deleted,,71.9,,,
IRL,holafly,29,87,deleted,,72.9,,,
IRL,holafly,30,90,deleted,,74.9,,,
IRL,vodafone,7,5,changed,price,10.0,11.0,N,N
IRL,vodafone,7,10,new,,,12.0,,N
IRL,vodafone,15,20,new,,,15.5,,N
IRL,vodafone,15,45,new,,,43.5,,N
IRL,vodafone,15,100,deleted,,39.0,,N,
IRL,vodafone,30,20,changed,price,19.0,18.0,N,N
IRL,vodafone,30,40,new,,,20.0,,N
IRL,vodafone,30,50,changed,price,29.0,28.5,N,N
IRL,vodafone,30,100,new,,,32.0,,N
IRN,vodafone,15,3,changed,price,44.0,51.5,N,N
IRQ,vodafone,7,3,changed,price,10.0,11.0,N,N
IRQ,vodafone,7,6,new,,,12.0,,N
IRQ,vodafone,15,5,changed,price,13.5,14.0,N,N
IRQ,vodafone,15,10,new,,,15.5,,N
IRQ,vodafone,30,10,changed,price,22.0,23.5,N,N
IRQ,vodafone,30,20,changed,price,36.0,26.0,N,N
IRQ,vodafone,30,40,new,,,42.5,,N
ISL,airalo,3,9,changed,price,11.5,11.0,,
ISL,airalo,5,15,changed,price,19.5,18.5,,
ISL,airalo,7,21,changed,price,27.0,26.5,,
ISL,airalo,10,30,changed,price,35.0,34.0,,
ISL,airalo,15,45,changed,price,49.0,48.0,,
ISL,airalo,30,50,new,,,49.0,,
ISL,airalo,30,90,changed,price,72.5,69.0,,
ISL,holafly,1,3,deleted,,3.9,,,
ISL,holafly,2,6,deleted,,7.8,,,
ISL,holafly,3,9,deleted,,11.7,,,
ISL,holafly,4,12,deleted,,15.6,,,
ISL,holafly,5,15,deleted,,19.5,,,
ISL,holafly,6,18,deleted,,23.4,,,
ISL,holafly,7,21,deleted,,27.3,,,
ISL,holafly,8,24,deleted,,31.2,,,
ISL,holafly,9,27,deleted,,34.9,,,
ISL,holafly,10,30,deleted,,36.9,,,
ISL,holafly,11,33,deleted,,39.9,,,
ISL,holafly,12,36,deleted,,43.9,,,
ISL,holafly,13,39,deleted,,45.9,,,
ISL,holafly,14,42,deleted,,47.9,,,
ISL,holafly,15,45,deleted,,50.9,,,
ISL,holafly,16,48,deleted,,52.9,,,
ISL,holafly,17,51,deleted,,53.9,,,
ISL,holafly,18,54,deleted,,56.9,,,
ISL,holafly,19,57,deleted,,59.9,,,
ISL,holafly,20,60,deleted,,61.9,,,
ISL,holafly,21,63,deleted,,63.9,,,
ISL,holafly,22,66,deleted,,64.9,,,
ISL,holafly,23,69,deleted,,65.9,,,
ISL,holafly,24,72,deleted,,66.9,,,
ISL,holafly,25,75,deleted,,67.9,,,
ISL,holafly,26,78,deleted,,69.9,,,
ISL,holafly,27,81,deleted,,70.9,,,
ISL,holafly,28,84,deleted,,71.9,,,
ISL,holafly,29,87,deleted,,72.9,,,
ISL,holafly,30,90,deleted,,74.9,,,
ISL,vodafone,7,5,changed,price,10.0,11.0,N,N
ISL,vodafone,7,10,new,,,12.0,,N
ISL,vodafone,15,10,changed,price,15.5,16.0,N,N
ISL,vodafone,15,20,new,,,18.0,,N
ISL,vodafone,30,20,changed,price,24.5,25.5,N,N
ISL,vodafone,30,40,new,,,28.5,,N
ISL,vodafone,30,50,changed,price,39.0,41.5,N,N
ISL,vodafone,30,100,new,,,46.0,,N
ISR,holafly,1,3,deleted,,6.9,,,
ISR,holafly,2,6,deleted,,9.9,,,
ISR,holafly,3,9,deleted,,12.9,,,
ISR,holafly,4,12,deleted,,16.9,,,
ISR,holafly,5,15,deleted,,20.9,,,
ISR,holafly,6,18,deleted,,24.9,,,
ISR,holafly,7,21,deleted,,29.9,,,
ISR,holafly,8,24,deleted,,31.9,,,
ISR,holafly,9,27,deleted,,34.9,,,
ISR,holafly,10,30,deleted,,36.9,,,
ISR,holafly,11,33,deleted,,39.9,,,
ISR,holafly,12,36,deleted,,43.9,,,
ISR,holafly,13,39,deleted,,45.9,,,
ISR,holafly,14,42,deleted,,47.9,,,
ISR,holafly,15,45,deleted,,50.9,,,
ISR,holafly,16,48,deleted,,52.9,,,
ISR,holafly,17,51,deleted,,54.9,,,
ISR,holafly,18,54,deleted,,56.9,,,
ISR,holafly,19,57,deleted,,59.9,,,
ISR,holafly,20,60,deleted,,61.9,,,
ISR,holafly,21,63,deleted,,63.9,,,
ISR,holafly,22,66,deleted,,64.9,,,
ISR,holafly,23,69,deleted,,65.9,,,
ISR,holafly,24,72,deleted,,66.9,,,
ISR,holafly,25,75,deleted,,68.9,,,
ISR,holafly,26,78,deleted,,69.9,,,
ISR,holafly,27,81,deleted,,70.9,,,
ISR,holafly,28,84,deleted,,71.9,,,
ISR,holafly,29,87,deleted,,72.9,,,
ISR,holafly,30,90,deleted,,74.9,,,
ISR,orange,7,1,new,,,5.99,,
ISR,orange,7,3,new,,,9.99,,
ISR,orange,7,5,new,,,13.99,,
ISR,orange,7,10,new,,,17.99,,
ISR,orange,14,10,new,,,20.99,,
ISR,orange,14,20,new,,,25.99,,
ISR,orange,30,2,deleted,,4.99,,,
ISR,orange,30,5,deleted,,7.99,,,
ISR,orange,45,100,new,,,100.99,,
ISR,vodafone,10,5,changed,price,9.0,11.0,N,N
ISR,vodafone,30,10,changed,price,13.0,15.5,N,N
ISR,vodafone,30,20,changed,price,19.0,22.5,N,N
ITA,orange,5,15,changed,price,20.99,16.99,30% OFF,30% OFF
ITA,saily,7,1,new,,,3.99,,
ITA,saily,15,2,deleted,,7.99,,,
ITA,saily,30,3,new,,,8.99,,
ITA,saily,30,7,deleted,,16.99,,,
ITA,vodafone,10,3,changed,price,11.0,4.5,N,N
ITA,vodafone,10,6,new,,,12.0,,N
ITA,vodafone,15,10,changed,price,16.0,8.5,N,N
ITA,vodafone,15,20,new,,,18.0,,N
ITA,vodafone,15,45,new,,,42.5,,N
ITA,vodafone,15,100,deleted,,36.0,,N,
ITA,vodafone,30,20,changed,price,23.0,11.0,N,N
ITA,vodafone,30,40,new,,,25.0,,N
ITA,vodafone,30,50,changed,price,30.0,16.0,N,N
ITA,vodafone,30,100,new,,,32.0,,N
JAM,vodafone,7,4,new,,,12.0,,N
JAM,vodafone,15,3,changed,price,14.0,15.0,N,N
JAM,vodafone,15,6,new,,,16.5,,N
JAM,vodafone,30,5,changed,price,21.0,22.5,N,N
JAM,vodafone,30,10,new,,,25.0,,N
JEY,saily,7,1,new,,,3.99,,
JEY,saily,30,3,new,,,8.99,,
JEY,saily,30,5,new,,,10.99,,
JEY,saily,30,10,new,,,19.99,,
JEY,saily,30,20,new,,,27.99,,
JEY,vodafone,7,5,changed,price,10.0,11.0,N,N
JEY,vodafone,7,10,new,,,12.0,,N
JEY,vodafone,15,10,changed,price,16.0,17.0,N,N
JEY,vodafone,15,20,new,,,19.0,,N
JEY,vodafone,30,20,changed,price,21.0,22.5,N,N
JEY,vodafone,30,40,new,,,25.0,,N
JEY,vodafone,30,50,changed,price,42.0,43.5,N,N
JEY,vodafone,30,100,new,,,48.0,,N
JOR,holafly,1,3,deleted,,7.9,,,
JOR,holafly,2,6,deleted,,9.9,,,
JOR,holafly,3,9,deleted,,12.9,,,
JOR,holafly,4,12,deleted,,16.9,,,
JOR,holafly,5,15,deleted,,20.9,,,
JOR,holafly,6,18,deleted,,24.9,,,
JOR,holafly,7,21,deleted,,29.9,,,
JOR,holafly,8,24,deleted,,31.9,,,
JOR,holafly,9,27,deleted,,34.9,,,
JOR,holafly,10,30,deleted,,36.9,,,
JOR,holafly,11,33,deleted,,39.9,,,
JOR,holafly,12,36,deleted,,43.9,,,
JOR,holafly,13,39,deleted,,47.9,,,
JOR,holafly,14,42,deleted,,50.9,,,
JOR,holafly,15,45,deleted,,58.9,,,
JOR,holafly,16,48,deleted,,61.9,,,
JOR,holafly,17,51,deleted,,63.9,,,
JOR,holafly,18,54,deleted,,66.9,,,
JOR,holafly,19,57,deleted,,70.9,,,
JOR,holafly,20,60,deleted,,74.9,,,
JOR,holafly,21,63,deleted,,76.9,,,
JOR,holafly,22,66,deleted,,79.9,,,
JOR,holafly,23,69,deleted,,83.9,,,
JOR,holafly,24,72,deleted,,86.9,,,
JOR,holafly,25,75,deleted,,89.9,,,
JOR,holafly,26,78,deleted,,92.9,,,
JOR,holafly,27,81,deleted,,96.9,,,
JOR,holafly,28,84,deleted,,99.9,,,
JOR,holafly,29,87,deleted,,102.9,,,
JOR,holafly,30,90,deleted,,106.9,,,
JOR,orange,7,1,new,,,4.99,,
JOR,orange,7,3,new,,,14.99,,
JOR,orange,7,10,new,,,28.99,,
JOR,orange,30,2,deleted,,8.99,,,
JOR,orange,30,5,deleted,,15.99,,,
JOR,orange,30,20,changed,price+promo,40.99,57.99,30% OFF,
JOR,orange,30,100,changed,price+promo,75.99,107.99,30% OFF,
JOR,orange,45,100,new,,,104.99,,
JOR,vodafone,7,3,changed,price,10.0,11.0,N,N
JOR,vodafone,7,6,new,,,12.0,,N
JOR,vodafone,15,5,changed,price,14.0,15.0,N,N
JOR,vodafone,15,10,new,,,16.5,,N
JOR,vodafone,30,10,changed,price,20.0,21.5,N,N
JOR,vodafone,30,20,changed,price,33.0,23.5,N,N
JOR,vodafone,30,40,new,,,39.0,,N
JPN,orange,7,3,new,,,9.99,,
JPN,orange,7,10,new,,,16.99,,
JPN,orange,14,20,changed,price,24.99,25.99,15% OFF,15% OFF
JPN,orange,30,20,changed,price+promo,29.99,41.99,30% OFF,
JPN,orange,30,100,changed,price+promo,62.99,89.99,30% OFF,
JPN,orange,45,100,new,,,68.99,,
JPN,vodafone,10,3,changed,price,10.0,11.0,N,N
JPN,vodafone,15,5,changed,price,11.5,12.0,N,N
JPN,vodafone,15,45,new,,,81.0,,N
JPN,vodafone,15,100,deleted,,75.0,,N,
JPN,vodafone,30,10,changed,price,17.0,16.5,N,N
JPN,vodafone,30,20,changed,price,26.0,27.0,N,N
KAZ,orange,7,1,new,,,4.99,,
KAZ,orange,7,3,new,,,8.99,,
KAZ,orange,7,5,new,,,10.99,,
KAZ,orange,7,10,new,,,16.99,,
KAZ,orange,14,10,new,,,17.99,,
KAZ,orange,14,20,new,,,28.99,,
KAZ,orange,30,2,deleted,,9.99,,,
KAZ,orange,30,5,deleted,,13.99,,,
KAZ,orange,30,10,deleted,,28.99,,,
KAZ,orange,30,20,changed,price,41.99,29.99,,
KAZ,orange,30,50,changed,price,106.99,38.99,,
KAZ,orange,30,100,new,,,59.99,,
KAZ,orange,45,100,new,,,61.99,,
KAZ,vodafone,10,5,changed,price,10.0,11.0,N,N
KAZ,vodafone,10,10,new,,,12.0,,N
KAZ,vodafone,30,10,changed,price,15.0,14.0,N,N
KAZ,vodafone,30,20,changed,price,23.5,15.5,N,N
KAZ,vodafone,30,40,new,,,25.0,,N
KEN,holafly,1,3,deleted,,9.9,,,
KEN,holafly,2,6,deleted,,12.9,,,
KEN,holafly,3,9,deleted,,20.9,,,
KEN,holafly,4,12,deleted,,25.9,,,
KEN,holafly,5,15,deleted,,29.9,,,
KEN,holafly,6,18,deleted,,31.9,,,
KEN,holafly,7,21,deleted,,36.9,,,
KEN,holafly,8,24,deleted,,37.9,,,
KEN,holafly,9,27,deleted,,38.9,,,
KEN,holafly,10,30,deleted,,39.9,,,
KEN,holafly,11,33,deleted,,47.9,,,
KEN,holafly,12,36,deleted,,52.9,,,
KEN,holafly,13,39,deleted,,56.9,,,
KEN,holafly,14,42,deleted,,58.9,,,
KEN,holafly,15,45,deleted,,63.9,,,
KEN,holafly,16,48,deleted,,69.9,,,
KEN,holafly,17,51,deleted,,72.9,,,
KEN,holafly,18,54,deleted,,74.9,,,
KEN,holafly,19,57,deleted,,78.9,,,
KEN,holafly,20,60,deleted,,83.9,,,
KEN,holafly,21,63,deleted,,87.9,,,
KEN,holafly,22,66,deleted,,91.9,,,
KEN,holafly,23,69,deleted,,96.9,,,
KEN,holafly,24,72,deleted,,100.9,,,
KEN,holafly,25,75,deleted,,104.9,,,
KEN,holafly,26,78,deleted,,108.9,,,
KEN,holafly,27,81,deleted,,113.9,,,
KEN,holafly,28,84,deleted,,117.9,,,
KEN,holafly,29,87,deleted,,121.9,,,
KEN,holafly,30,90,deleted,,126.9,,,
KEN,vodafone,7,6,new,,,13.0,,N
KEN,vodafone,15,10,new,,,16.5,,N
KEN,vodafone,15,45,new,,,46.0,,N
KEN,vodafone,15,100,deleted,,41.0,,N,
KEN,vodafone,30,15,changed,price,26.0,25.5,N,N
KEN,vodafone,30,30,new,,,28.5,,N
KGZ,airalo,3,3,changed,price,13.4,13.5,,
KGZ,airalo,3,9,changed,price,12.5,12.0,,
KGZ,airalo,5,15,changed,price,20.5,20.0,,
KGZ,airalo,7,21,changed,price,29.5,29.0,,
KGZ,vodafone,7,3,changed,price,12.0,11.0,N,N
KGZ,vodafone,7,6,new,,,12.0,,N
KGZ,vodafone,15,10,new,,,18.0,,N
KGZ,vodafone,30,10,changed,price,24.0,25.5,N,N
KGZ,vodafone,30,20,changed,price,38.0,28.5,N,N
KGZ,vodafone,30,40,new,,,43.5,,N
KHM,holafly,1,3,deleted,,6.9,,,
KHM,holafly,2,6,deleted,,9.9,,,
KHM,holafly,3,9,deleted,,12.9,,,
KHM,holafly,4,12,deleted,,16.9,,,
KHM,holafly,5,15,deleted,,20.9,,,
KHM,holafly,6,18,deleted,,24.9,,,
KHM,holafly,7,21,deleted,,29.9,,,
KHM,holafly,8,24,deleted,,31.9,,,
KHM,holafly,9,27,deleted,,34.9,,,
KHM,holafly,10,30,deleted,,36.9,,,
KHM,holafly,11,33,deleted,,39.9,,,
KHM,holafly,12,36,deleted,,43.9,,,
KHM,holafly,13,39,deleted,,45.9,,,
KHM,holafly,14,42,deleted,,47.9,,,
KHM,holafly,15,45,deleted,,50.9,,,
KHM,holafly,16,48,deleted,,52.9,,,
KHM,holafly,17,51,deleted,,53.9,,,
KHM,holafly,18,54,deleted,,56.9,,,
KHM,holafly,19,57,deleted,,59.9,,,
KHM,holafly,20,60,deleted,,61.9,,,
KHM,holafly,21,63,deleted,,63.9,,,
KHM,holafly,22,66,deleted,,64.9,,,
KHM,holafly,23,69,deleted,,65.9,,,
KHM,holafly,24,72,deleted,,66.9,,,
KHM,holafly,25,75,deleted,,67.9,,,
KHM,holafly,26,78,deleted,,69.9,,,
KHM,holafly,27,81,deleted,,70.9,,,
KHM,holafly,28,84,deleted,,71.9,,,
KHM,holafly,29,87,deleted,,72.9,,,
KHM,holafly,30,90,deleted,,74.9,,,
KHM,orange,7,1,new,,,4.99,,
KHM,orange,7,3,new,,,8.99,,
KHM,orange,7,5,new,,,13.99,,
KHM,orange,7,10,new,,,20.99,,
KHM,orange,14,10,new,,,21.99,,
KHM,orange,14,20,new,,,32.99,,
KHM,orange,30,2,deleted,,8.99,,,
KHM,orange,30,5,deleted,,13.99,,,
KHM,orange,30,10,deleted,,26.99,,,
KHM,orange,30,20,changed,price,46.99,47.99,,
KHM,orange,30,50,changed,price,82.99,43.99,,
KHM,orange,30,100,new,,,59.99,,
KHM,orange,45,100,new,,,61.99,,
KHM,vodafone,10,5,new,,,11.0,,N
KHM,vodafone,15,5,deleted,,11.0,,N,
KHM,vodafone,15,10,new,,,12.0,,N
KHM,vodafone,30,10,changed,price,16.5,17.0,N,N
KHM,vodafone,30,20,changed,price,26.5,19.0,N,N
KHM,vodafone,30,40,new,,,30.5,,N
KNA,vodafone,7,2,changed,price,13.0,14.0,N,N
KNA,vodafone,7,4,new,,,15.5,,N
KNA,vodafone,15,3,changed,price,16.0,17.0,N,N
KNA,vodafone,15,6,new,,,19.0,,N
KNA,vodafone,30,5,changed,price,24.0,25.5,N,N
KNA,vodafone,30,10,new,,,28.5,,N
KOR,airalo,3,9,changed,price,12.5,12.0,,
KOR,airalo,5,15,changed,price,20.5,20.0,,
KOR,airalo,7,21,changed,price,29.5,29.0,,
KOR,orange,7,1,new,,,4.99,,
KOR,orange,7,3,new,,,9.99,,
KOR,orange,7,5,new,,,13.99,,
KOR,orange,7,10,new,,,19.99,,
KOR,orange,14,10,new,,,20.99,,
KOR,orange,14,20,changed,price,24.99,25.99,30% OFF,30% OFF
KOR,orange,45,100,new,,,74.99,,
KOR,vodafone,15,3,changed,price,9.0,11.0,N,N
KWT,vodafone,7,10,new,,,12.0,,N
KWT,vodafone,15,10,changed,price,15.0,16.0,N,N
KWT,vodafone,15,20,new,,,18.0,,N
KWT,vodafone,30,20,changed,price,23.0,24.5,N,N
KWT,vodafone,30,40,new,,,27.0,,N
KXK,saily,7,1,new,,,5.99,,
KXK,saily,30,3,new,,,14.99,,
KXK,saily,30,5,new,,,22.99,,
KXK,saily,30,10,new,,,33.99,,
LAO,holafly,1,3,deleted,,9.9,,,
LAO,holafly,2,6,deleted,,15.9,,,
LAO,holafly,3,9,deleted,,20.9,,,
LAO,holafly,4,12,deleted,,25.9,,,
LAO,holafly,5,15,deleted,,31.9,,,
LAO,holafly,6,18,deleted,,36.9,,,
LAO,holafly,7,21,deleted,,39.9,,,
LAO,holafly,8,24,deleted,,42.9,,,
LAO,holafly,9,27,deleted,,45.9,,,
LAO,holafly,10,30,deleted,,47.9,,,
LAO,holafly,11,33,deleted,,51.9,,,
LAO,holafly,12,36,deleted,,54.9,,,
LAO,holafly,13,39,deleted,,58.9,,,
LAO,holafly,14,42,deleted,,61.9,,,
LAO,holafly,15,45,deleted,,63.9,,,
LAO,holafly,16,48,deleted,,67.9,,,
LAO,holafly,17,51,deleted,,71.9,,,
LAO,holafly,18,54,deleted,,74.9,,,
LAO,holafly,19,57,deleted,,77.9,,,
LAO,holafly,20,60,deleted,,79.9,,,
LAO,holafly,21,63,deleted,,84.9,,,
LAO,holafly,22,66,deleted,,87.9,,,
LAO,holafly,23,69,deleted,,90.9,,,
LAO,holafly,24,72,deleted,,93.9,,,
LAO,holafly,25,75,deleted,,97.9,,,
LAO,holafly,26,78,deleted,,100.9,,,
LAO,holafly,27,81,deleted,,103.9,,,
LAO,holafly,28,84,deleted,,106.9,,,
LAO,holafly,29,87,deleted,,110.9,,,
LAO,holafly,30,90,deleted,,112.9,,,
LAO,orange,7,1,new,,,5.99,,
LAO,orange,7,3,new,,,13.99,,
LAO,orange,7,5,new,,,17.99,,
LAO,orange,7,10,new,,,27.99,,
LAO,orange,14,10,new,,,29.99,,
LAO,orange,14,20,new,,,46.99,,
LAO,orange,30,2,deleted,,8.99,,,
LAO,orange,30,5,deleted,,25.99,,,
LAO,orange,30,50,changed,price,82.99,83.99,,
LAO,orange,30,100,new,,,109.99,,
LAO,orange,45,100,new,,,110.99,,
LAO,vodafone,7,1,changed,price,8.0,9.5,N,N
LAO,vodafone,15,5,changed,price,17.0,16.5,N,N
LAO,vodafone,30,15,changed,price,38.0,36.5,N,N
LBN,vodafone,7,1,changed,price,10.0,11.0,N,N
LBN,vodafone,7,2,new,,,12.0,,N
LBR,orange,7,1,new,,,5.99,,
LBR,orange,7,3,new,,,11.99,,
LBR,orange,7,5,new,,,14.99,,
LBR,orange,7,10,new,,,21.99,,
LBR,orange,14,10,new,,,22.99,,
LBR,orange,14,20,new,,,29.99,,
LBR,orange,30,2,deleted,,14.99,,,
LBR,orange,30,5,deleted,,25.99,,,
LBR,orange,30,20,changed,price,70.99,71.99,,
LBR,orange,30,50,changed,price,118.99,119.99,,
LBR,orange,30,100,new,,,155.99,,
LBR,orange,45,100,new,,,158.99,,
LBR,vodafone,7,1,changed,price,7.0,7.5,N,N
LBR,vodafone,7,2,new,,,8.5,,N
LBY,vodafone,15,3,changed,price,25.0,22.5,N,N
LCA,vodafone,7,2,changed,price,13.0,14.0,N,N
LCA,vodafone,7,4,new,,,15.5,,N
LCA,vodafone,15,3,changed,price,16.0,17.0,N,N
LCA,vodafone,15,6,new,,,19.0,,N
LCA,vodafone,30,5,changed,price,24.0,25.5,N,N
LCA,vodafone,30,10,new,,,28.5,,N
LIE,vodafone,7,5,changed,price,10.0,11.0,N,N
LIE,vodafone,7,10,new,,,12.0,,N
LIE,vodafone,15,10,changed,price,12.0,13.0,N,N
LIE,vodafone,15,20,new,,,14.5,,N
LIE,vodafone,30,20,changed,price,19.0,20.5,N,N
LIE,vodafone,30,40,new,,,22.5,,N
LIE,vodafone,30,50,changed,price,29.0,31.0,N,N
LIE,vodafone,30,100,new,,,34.0,,N
LKA,holafly,1,3,deleted,,6.9,,,
LKA,holafly,2,6,deleted,,9.9,,,
LKA,holafly,3,9,deleted,,12.9,,,
LKA,holafly,4,12,deleted,,16.9,,,
LKA,holafly,5,15,deleted,,20.9,,,
LKA,holafly,6,18,deleted,,24.9,,,
LKA,holafly,7,21,deleted,,29.9,,,
LKA,holafly,8,24,deleted,,31.9,,,
LKA,holafly,9,27,deleted,,34.9,,,
LKA,holafly,10,30,deleted,,36.9,,,
LKA,holafly,11,33,deleted,,39.9,,,
LKA,holafly,12,36,deleted,,43.9,,,
LKA,holafly,13,39,deleted,,45.9,,,
LKA,holafly,14,42,deleted,,47.9,,,
LKA,holafly,15,45,deleted,,50.9,,,
LKA,holafly,16,48,deleted,,52.9,,,
LKA,holafly,17,51,deleted,,53.9,,,
LKA,holafly,18,54,deleted,,56.9,,,
LKA,holafly,19,57,deleted,,59.9,,,
LKA,holafly,20,60,deleted,,61.9,,,
LKA,holafly,21,63,deleted,,63.9,,,
LKA,holafly,22,66,deleted,,64.9,,,
LKA,holafly,23,69,deleted,,65.9,,,
LKA,holafly,24,72,deleted,,66.9,,,
LKA,holafly,25,75,deleted,,67.9,,,
LKA,holafly,26,78,deleted,,69.9,,,
LKA,holafly,27,81,deleted,,70.9,,,
LKA,holafly,28,84,deleted,,71.9,,,
LKA,holafly,29,87,deleted,,72.9,,,
LKA,holafly,30,90,deleted,,74.9,,,
LKA,orange,7,1,new,,,4.99,,
LKA,orange,7,3,new,,,8.99,,
LKA,orange,7,5,new,,,10.99,,
LKA,orange,7,10,new,,,15.99,,
LKA,orange,14,10,new,,,16.99,,
