ISO3,Provider,Plan,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,Currency_old,Currency_new,usd_price_old,usd_price_new,eur_price_old,eur_price_new,SpecialOffer_old,SpecialOffer_new
CHE,holafly,Unlimited,14,42,changed,price,47.5,44.9,USD,USD,47.5,44.9,43.9,41.9,,
CHE,holafly,Unlimited,15,45,changed,price,50.5,46.9,USD,USD,50.5,46.9,46.9,43.9,,
CHE,holafly,Unlimited,16,48,changed,price,51.9,49.5,USD,USD,51.9,49.5,48.5,45.9,,
CHE,holafly,Unlimited,17,51,changed,price,53.5,50.9,USD,USD,53.5,50.9,49.9,47.5,,
CHE,holafly,Unlimited,18,54,changed,price,55.9,52.9,USD,USD,55.9,52.9,51.9,48.9,,
CHE,holafly,Unlimited,19,57,changed,price,58.5,55.5,USD,USD,58.5,55.5,54.5,51.5,,
CHE,holafly,Unlimited,20,60,changed,price,60.9,57.9,USD,USD,60.9,57.9,56.9,53.9,,
CHE,holafly,Unlimited,21,63,changed,price,62.9,59.9,USD,USD,62.9,59.9,58.5,55.5,,
CHE,holafly,Unlimited,22,66,changed,price,64.5,60.9,USD,USD,64.5,60.9,59.9,56.9,,
CHE,holafly,Unlimited,23,69,changed,price,65.5,62.5,USD,USD,65.5,62.5,60.9,57.9,,
CHE,holafly,Unlimited,24,72,changed,price,66.5,63.5,USD,USD,66.5,63.5,61.9,58.9,,
CHE,holafly,Unlimited,25,75,changed,price,67.9,64.5,USD,USD,67.9,64.5,62.9,59.9,,
CHE,holafly,Unlimited,26,78,changed,price,68.9,65.5,USD,USD,68.9,65.5,63.9,60.9,,
CHE,holafly,Unlimited,27,81,changed,price,69.9,66.5,USD,USD,69.9,66.5,64.9,61.9,,
CHE,holafly,Unlimited,28,84,changed,price,70.9,67.5,USD,USD,70.9,67.5,65.9,62.5,,
CHE,holafly,Unlimited,29,87,changed,price,71.9,68.5,USD,USD,71.9,68.5,66.9,63.5,,
CHE,holafly,Unlimited,30,90,changed,price,73.9,68.9,USD,USD,73.9,68.9,68.9,63.9,,
CHE,orange,Data-10,7,10,changed,price+promo,15.99,3.34,USD,USD,15.99,3.34,,,,Clearance Sale
CHE,orange,Data-30,30,30,changed,price,11.97,11.95,USD,USD,11.97,11.95,,,Clearance Sale,Clearance Sale
CHE,orange,Data-5,7,5,changed,price,2.45,2.03,USD,USD,2.45,2.03,,,Clearance Sale,Clearance Sale
CHE,orange,Data-50,30,50,changed,price,18.29,14.97,USD,USD,18.29,14.97,,,Clearance Sale,Clearance Sale
CHE,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
CHL,airalo,Standard,3,1,changed,price,5.0,4.5,USD,USD,5.0,4.5,5.0,4.5,,
CHL,airalo,Unlimited,7,21,changed,price,29.5,27.5,USD,USD,29.5,27.5,29.5,27.5,,
CHN,saily,Standard,30,20,changed,price,45.99,39.99,USD,USD,45.99,39.99,,,,
CRI,airalo,Unlimited,3,9,changed,price,20.5,19.5,USD,USD,20.5,19.5,20.5,19.5,,
CRI,airalo,Unlimited,5,15,changed,price,29.5,28.5,USD,USD,29.5,28.5,29.5,28.5,,
CRI,airalo,Unlimited,10,30,changed,price,43.0,38.0,USD,USD,43.0,38.0,43.0,38.0,,
CUB,orange,Data+Calls+SMS-10,7,10,new,,,46.79,,USD,,46.79,,,,Clearance Sale
CYP,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
CYP,saily,Unlimited,20,60,changed,price,59.99,56.99,USD,USD,59.99,56.99,,,,
CYP,saily,Unlimited,25,75,changed,price,65.99,62.99,USD,USD,65.99,62.99,,,,
CYP,saily,Unlimited,30,90,changed,price,71.99,68.99,USD,USD,71.99,68.99,,,,
CZE,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
CZE,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
CZE,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
CZE,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
DEU,saily,Standard,30,5,changed,price,12.99,10.99,USD,USD,12.99,10.99,,,,
DEU,saily,Standard,30,10,changed,price,19.99,16.99,USD,USD,19.99,16.99,,,,
DEU,saily,Standard,30,20,changed,price,25.99,22.99,USD,USD,25.99,22.99,,,,
DEU,saily,Unlimited,5,15,new,,,17.99,,USD,,17.99,,,,
DEU,saily,Unlimited,7,21,new,,,23.99,,USD,,23.99,,,,
DEU,saily,Unlimited,10,30,changed,price,34.99,29.99,USD,USD,34.99,29.99,,,,
DEU,saily,Unlimited,15,45,changed,price,48.99,41.99,USD,USD,48.99,41.99,,,,
DEU,saily,Unlimited,20,60,changed,price,59.99,48.99,USD,USD,59.99,48.99,,,,
DEU,saily,Unlimited,25,75,changed,price,65.99,54.99,USD,USD,65.99,54.99,,,,
DEU,saily,Unlimited,30,90,changed,price,71.99,59.99,USD,USD,71.99,59.99,,,,
DNK,airalo,Standard,30,10,changed,price,18.0,17.5,USD,USD,18.0,17.5,18.0,17.5,,
DNK,airalo,Standard,30,20,changed,price,28.0,27.5,USD,USD,28.0,27.5,28.0,27.5,,
DNK,airalo,Unlimited,30,90,changed,price,72.5,71.0,USD,USD,72.5,71.0,72.5,71.0,,
DNK,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
DNK,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
ECU,airalo,Unlimited,3,9,changed,price,20.0,19.0,USD,USD,20.0,19.0,20.0,19.0,,
ECU,airalo,Unlimited,5,15,changed,price,29.0,28.0,USD,USD,29.0,28.0,29.0,28.0,,
ECU,airalo,Unlimited,15,45,changed,price,59.0,52.0,USD,USD,59.0,52.0,59.0,52.0,,
EGY,airalo,Standard,3,3,changed,price,13.0,12.0,USD,USD,13.0,12.0,13.0,12.0,,
EGY,airalo,Standard,7,5,changed,price,21.5,19.0,USD,USD,21.5,19.0,21.5,19.0,,
EGY,airalo,Standard,7,10,changed,price,35.5,31.0,USD,USD,35.5,31.0,35.5,31.0,,
EGY,airalo,Standard,15,5,changed,price,22.0,19.5,USD,USD,22.0,19.5,22.0,19.5,,
EGY,airalo,Standard,15,10,changed,price,37.0,32.0,USD,USD,37.0,32.0,37.0,32.0,,
EGY,airalo,Standard,15,20,changed,price,47.0,41.0,USD,USD,47.0,41.0,47.0,41.0,,
EGY,airalo,Standard,30,5,changed,price,23.0,20.0,USD,USD,23.0,20.0,23.0,20.0,,
EGY,airalo,Standard,30,10,changed,price,38.5,33.0,USD,USD,38.5,33.0,38.5,33.0,,
EGY,airalo,Standard,30,20,changed,price,49.0,42.0,USD,USD,49.0,42.0,49.0,42.0,,
EGY,airalo,Unlimited,3,9,changed,price,20.5,19.5,USD,USD,20.5,19.5,20.5,19.5,,
EGY,airalo,Unlimited,5,15,changed,price,29.5,28.5,USD,USD,29.5,28.5,29.5,28.5,,
EGY,airalo,Unlimited,7,21,changed,price,36.5,32.0,USD,USD,36.5,32.0,36.5,32.0,,
EGY,airalo,Unlimited,10,30,changed,price,38.0,35.0,USD,USD,38.0,35.0,38.0,35.0,,
EGY,airalo,Unlimited,30,90,changed,price,91.5,90.0,USD,USD,91.5,90.0,91.5,90.0,,
ESP,holafly,Unlimited,4,12,changed,price,16.5,14.5,USD,USD,16.5,14.5,14.9,13.9,,
ESP,holafly,Unlimited,5,15,changed,price,20.5,17.5,USD,USD,20.5,17.5,18.5,16.9,,
ESP,holafly,Unlimited,6,18,changed,price,23.9,20.9,USD,USD,23.9,20.9,21.9,19.9,,
ESP,holafly,Unlimited,7,21,changed,price,27.5,23.9,USD,USD,27.5,23.9,25.5,22.5,,
ESP,holafly,Unlimited,8,24,changed,price,30.9,26.9,USD,USD,30.9,26.9,28.9,24.9,,
ESP,holafly,Unlimited,9,27,changed,price,33.9,29.9,USD,USD,33.9,29.9,31.9,27.9,,
ESP,holafly,Unlimited,10,30,changed,price,36.5,32.9,USD,USD,36.5,32.9,33.9,30.5,,
ESP,holafly,Unlimited,11,33,changed,price,39.5,35.5,USD,USD,39.5,35.5,36.9,32.9,,
ESP,holafly,Unlimited,12,36,changed,price,42.9,37.5,USD,USD,42.9,37.5,39.9,34.9,,
ESP,holafly,Unlimited,13,39,changed,price,44.9,39.5,USD,USD,44.9,39.5,41.9,36.9,,
ESP,holafly,Unlimited,14,42,changed,price,47.5,41.9,USD,USD,47.5,41.9,43.9,38.9,,
ESP,holafly,Unlimited,15,45,changed,price,50.5,44.5,USD,USD,50.5,44.5,46.9,41.5,,
ESP,holafly,Unlimited,16,48,changed,price,51.9,45.9,USD,USD,51.9,45.9,48.5,42.9,,
ESP,holafly,Unlimited,17,51,changed,price,53.5,47.9,USD,USD,53.5,47.9,49.9,44.5,,
ESP,holafly,Unlimited,18,54,changed,price,55.9,49.5,USD,USD,55.9,49.5,51.9,46.5,,
ESP,holafly,Unlimited,19,57,changed,price,58.5,51.9,USD,USD,58.5,51.9,54.5,48.5,,
ESP,holafly,Unlimited,20,60,changed,price,60.9,54.5,USD,USD,60.9,54.5,56.9,50.5,,
ESP,holafly,Unlimited,21,63,changed,price,62.9,55.9,USD,USD,62.9,55.9,58.5,51.9,,
ESP,holafly,Unlimited,22,66,changed,price,64.5,56.9,USD,USD,64.5,56.9,59.9,52.9,,
ESP,holafly,Unlimited,23,69,changed,price,65.5,57.9,USD,USD,65.5,57.9,60.9,53.9,,
ESP,holafly,Unlimited,24,72,changed,price,66.5,58.9,USD,USD,66.5,58.9,61.9,54.9,,
ESP,holafly,Unlimited,25,75,changed,price,67.9,59.9,USD,USD,67.9,59.9,62.9,55.9,,
ESP,holafly,Unlimited,26,78,changed,price,68.9,60.9,USD,USD,68.9,60.9,63.9,56.9,,
ESP,holafly,Unlimited,27,81,changed,price,69.9,62.5,USD,USD,69.9,62.5,64.9,57.9,,
ESP,holafly,Unlimited,28,84,changed,price,70.9,62.9,USD,USD,70.9,62.9,65.9,58.5,,
ESP,holafly,Unlimited,29,87,changed,price,71.9,63.5,USD,USD,71.9,63.5,66.9,58.9,,
ESP,holafly,Unlimited,30,90,changed,price,73.9,64.5,USD,USD,73.9,64.5,68.9,59.9,,
ESP,orange,Data-500,90,500,changed,price+promo,129.99,111.49,USD,USD,129.99,111.49,,,30% OFF,40% OFF
ESP,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
ESP,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
EST,airalo,Unlimited,5,15,changed,price,19.5,18.0,USD,USD,19.5,18.0,19.5,18.0,,
EST,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
EST,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
EST,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
EST,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
FIN,airalo,Unlimited,5,15,changed,price,19.0,18.5,USD,USD,19.0,18.5,19.0,18.5,,
FIN,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
FIN,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
FIN,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
FJI,airalo,Standard,7,3,changed,price,19.5,19.0,USD,USD,19.5,19.0,19.5,19.0,,
FJI,airalo,Unlimited,5,15,changed,price,42.5,41.5,USD,USD,42.5,41.5,42.5,41.5,,
FJI,airalo,Unlimited,7,21,changed,price,53.5,53.0,USD,USD,53.5,53.0,53.5,53.0,,
FRA,saily,Standard,30,20,changed,price,31.99,26.99,USD,USD,31.99,26.99,,,,
FRA,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
FRA,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
GBR,saily,Unlimited,7,21,changed,price,28.99,26.99,USD,USD,28.99,26.99,,,,
GRC,airalo,Standard,15,20,changed,price,36.5,35.0,USD,USD,36.5,35.0,36.5,35.0,,
GRC,airalo,Standard,30,20,changed,price,37.5,35.5,USD,USD,37.5,35.5,37.5,35.5,,
GRC,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
GRC,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
GRC,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
GRC,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
HKG,orange,Data-10,7,10,changed,price+promo,16.99,3.4,USD,USD,16.99,3.4,,,,Clearance Sale
HKG,orange,Data-20,30,20,changed,price,7.91,7.54,USD,USD,7.91,7.54,,,Clearance Sale,Clearance Sale
HKG,orange,Data-30,30,30,changed,price,10.47,10.45,USD,USD,10.47,10.45,,,Clearance Sale,Clearance Sale
HKG,orange,Data-5,7,5,changed,price,2.32,2.03,USD,USD,2.32,2.03,,,Clearance Sale,Clearance Sale
HKG,orange,Data-50,30,50,changed,price,14.8,14.78,USD,USD,14.8,14.78,,,Clearance Sale,Clearance Sale
HKG,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
HRV,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
HRV,saily,Unlimited,7,21,new,,,24.99,,USD,,24.99,,,,
HRV,saily,Unlimited,10,30,changed,price,34.99,28.99,USD,USD,34.99,28.99,,,,
HRV,saily,Unlimited,15,45,changed,price,48.99,38.99,USD,USD,48.99,38.99,,,,
HRV,saily,Unlimited,20,60,changed,price,59.99,49.99,USD,USD,59.99,49.99,,,,
HRV,saily,Unlimited,25,75,changed,price,65.99,55.99,USD,USD,65.99,55.99,,,,
HRV,saily,Unlimited,30,90,changed,price,71.99,58.99,USD,USD,71.99,58.99,,,,
HUN,airalo,Unlimited,5,15,changed,price,19.0,18.5,USD,USD,19.0,18.5,19.0,18.5,,
HUN,airalo,Unlimited,10,30,changed,price,35.0,34.5,USD,USD,35.0,34.5,35.0,34.5,,
HUN,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
HUN,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
HUN,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
IDN,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
IDN,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
IDN,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
IND,saily,Unlimited,7,21,new,,,38.99,,USD,,38.99,,,,
IRL,airalo,Standard,7,10,changed,price,17.0,15.0,USD,USD,17.0,15.0,17.0,15.0,,
IRL,airalo,Standard,15,10,changed,price,17.5,15.0,USD,USD,17.5,15.0,17.5,15.0,,
IRL,airalo,Standard,15,20,changed,price,25.5,25.0,USD,USD,25.5,25.0,25.5,25.0,,
IRL,airalo,Standard,30,10,changed,price,18.0,17.0,USD,USD,18.0,17.0,18.0,17.0,,
IRL,airalo,Standard,30,20,changed,price,26.0,25.5,USD,USD,26.0,25.5,26.0,25.5,,
IRL,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
IRL,airalo,Unlimited,15,45,changed,price,49.0,48.5,USD,USD,49.0,48.5,49.0,48.5,,
IRL,airalo,Unlimited,30,90,changed,price,72.0,71.0,USD,USD,72.0,71.0,72.0,71.0,,
IRL,saily,Unlimited,5,15,new,,,18.99,,USD,,18.99,,,,
IRL,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
ISL,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
ISR,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
ITA,holafly,Unlimited,4,12,changed,price,16.5,14.5,USD,USD,16.5,14.5,14.9,13.9,,
ITA,holafly,Unlimited,5,15,changed,price,20.5,17.5,USD,USD,20.5,17.5,18.5,16.9,,
ITA,holafly,Unlimited,6,18,changed,price,23.9,20.9,USD,USD,23.9,20.9,21.9,19.9,,
ITA,holafly,Unlimited,7,21,changed,price,27.5,23.9,USD,USD,27.5,23.9,25.5,22.5,,
ITA,holafly,Unlimited,8,24,changed,price,30.9,26.9,USD,USD,30.9,26.9,28.9,24.9,,
ITA,holafly,Unlimited,9,27,changed,price,33.9,29.9,USD,USD,33.9,29.9,31.9,27.9,,
ITA,holafly,Unlimited,10,30,changed,price,36.5,32.9,USD,USD,36.5,32.9,33.9,30.5,,
ITA,holafly,Unlimited,11,33,changed,price,39.5,35.5,USD,USD,39.5,35.5,36.9,32.9,,
ITA,holafly,Unlimited,12,36,changed,price,42.9,37.5,USD,USD,42.9,37.5,39.9,34.9,,
ITA,holafly,Unlimited,13,39,changed,price,44.9,39.5,USD,USD,44.9,39.5,41.9,36.9,,
ITA,holafly,Unlimited,14,42,changed,price,47.5,41.9,USD,USD,47.5,41.9,43.9,38.9,,
ITA,holafly,Unlimited,15,45,changed,price,50.5,44.5,USD,USD,50.5,44.5,46.9,41.5,,
ITA,holafly,Unlimited,16,48,changed,price,51.9,45.9,USD,USD,51.9,45.9,48.5,42.9,,
ITA,holafly,Unlimited,17,51,changed,price,53.5,47.9,USD,USD,53.5,47.9,49.9,44.5,,
ITA,holafly,Unlimited,18,54,changed,price,55.9,49.5,USD,USD,55.9,49.5,51.9,46.5,,
ITA,holafly,Unlimited,19,57,changed,price,58.5,51.9,USD,USD,58.5,51.9,54.5,48.5,,
ITA,holafly,Unlimited,20,60,changed,price,60.9,54.5,USD,USD,60.9,54.5,56.9,50.5,,
ITA,holafly,Unlimited,21,63,changed,price,62.9,55.9,USD,USD,62.9,55.9,58.5,51.9,,
ITA,holafly,Unlimited,22,66,changed,price,64.5,56.9,USD,USD,64.5,56.9,59.9,52.9,,
ITA,holafly,Unlimited,23,69,changed,price,65.5,57.9,USD,USD,65.5,57.9,60.9,53.9,,
ITA,holafly,Unlimited,24,72,changed,price,66.5,58.9,USD,USD,66.5,58.9,61.9,54.9,,
ITA,holafly,Unlimited,25,75,changed,price,67.9,59.9,USD,USD,67.9,59.9,62.9,55.9,,
ITA,holafly,Unlimited,26,78,changed,price,68.9,60.9,USD,USD,68.9,60.9,63.9,56.9,,
ITA,holafly,Unlimited,27,81,changed,price,69.9,62.5,USD,USD,69.9,62.5,64.9,57.9,,
ITA,holafly,Unlimited,28,84,changed,price,70.9,62.9,USD,USD,70.9,62.9,65.9,58.5,,
ITA,holafly,Unlimited,29,87,changed,price,71.9,63.5,USD,USD,71.9,63.5,66.9,58.9,,
ITA,holafly,Unlimited,30,90,changed,price,73.9,64.5,USD,USD,73.9,64.5,68.9,59.9,,
ITA,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
JPN,airalo,Unlimited,10,30,changed,price,35.0,34.5,USD,USD,35.0,34.5,35.0,34.5,,
JPN,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
JPN,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
JPN,saily,Unlimited,7,21,changed,price,28.99,26.99,USD,USD,28.99,26.99,,,,
KEN,airalo,Standard,7,3,changed,price,20.0,19.5,USD,USD,20.0,19.5,20.0,19.5,,
KEN,airalo,Standard,7,10,changed,price,47.0,46.0,USD,USD,47.0,46.0,47.0,46.0,,
KEN,airalo,Standard,15,10,changed,price,48.0,47.0,USD,USD,48.0,47.0,48.0,47.0,,
KEN,airalo,Standard,30,10,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
KOR,orange,Data-10,7,10,changed,price+promo,19.99,3.48,USD,USD,19.99,3.48,,,,Clearance Sale
KOR,orange,Data-30,30,30,changed,price,9.99,9.97,USD,USD,9.99,9.97,,,Clearance Sale,Clearance Sale
KOR,orange,Data-5,7,5,changed,price,2.99,2.61,USD,USD,2.99,2.61,,,Clearance Sale,Clearance Sale
KOR,orange,Data-50,30,50,changed,price,14.79,12.99,USD,USD,14.79,12.99,,,Clearance Sale,Clearance Sale
KOR,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
KWT,orange,Data+Calls+SMS-10,7,10,changed,price+promo,22.99,7.43,USD,USD,22.99,7.43,,,,Clearance Sale
LTU,airalo,Unlimited,5,15,changed,price,19.5,19.0,USD,USD,19.5,19.0,19.5,19.0,,
LTU,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
LTU,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
LTU,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
LTU,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
LUX,airalo,Unlimited,5,15,changed,price,19.5,19.0,USD,USD,19.5,19.0,19.5,19.0,,
LUX,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
LUX,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
LUX,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
LUX,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
LVA,airalo,Unlimited,5,15,changed,price,19.5,18.0,USD,USD,19.5,18.0,19.5,18.0,,
LVA,airalo,Unlimited,15,45,changed,price,49.5,48.0,USD,USD,49.5,48.0,49.5,48.0,,
LVA,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
LVA,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
MAR,airalo,Standard,3,1,changed,price,6.5,6.0,USD,USD,6.5,6.0,6.5,6.0,,
MAR,airalo,Standard,3,3,changed,price,16.5,15.0,USD,USD,16.5,15.0,16.5,15.0,,
MAR,airalo,Standard,7,3,changed,price,18.0,16.0,USD,USD,18.0,16.0,18.0,16.0,,
MAR,airalo,Standard,7,5,changed,price,27.0,20.0,USD,USD,27.0,20.0,27.0,20.0,,
MAR,airalo,Standard,7,10,changed,price,44.0,32.0,USD,USD,44.0,32.0,44.0,32.0,,
MAR,airalo,Standard,15,5,changed,price,27.5,21.0,USD,USD,27.5,21.0,27.5,21.0,,
MAR,airalo,Standard,15,10,changed,price,44.5,33.0,USD,USD,44.5,33.0,44.5,33.0,,
MAR,airalo,Standard,15,20,new,,,42.0,,USD,,42.0,,42.0,,
MAR,airalo,Standard,30,5,changed,price,28.0,22.0,USD,USD,28.0,22.0,28.0,22.0,,
MAR,airalo,Standard,30,10,changed,price,45.0,34.0,USD,USD,45.0,34.0,45.0,34.0,,
MAR,airalo,Standard,30,20,new,,,43.0,,USD,,43.0,,43.0,,
MAR,airalo,Unlimited,10,30,new,,,45.0,,USD,,45.0,,45.0,,
MEX,airalo,Unlimited,40,120,deleted,,60.0,,USD,,60.0,,60.0,,,
MEX,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
MLT,airalo,Unlimited,5,15,changed,price,19.0,18.5,USD,USD,19.0,18.5,19.0,18.5,,
MLT,airalo,Unlimited,10,30,changed,price,35.0,34.5,USD,USD,35.0,34.5,35.0,34.5,,
MLT,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
MLT,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
MNE,airalo,Unlimited,7,21,changed,price,36.5,34.0,USD,USD,36.5,34.0,36.5,34.0,,
MNE,saily,Unlimited,7,21,new,,,35.99,,USD,,35.99,,,,
MYS,airalo,Unlimited,5,15,changed,price,19.5,19.0,USD,USD,19.5,19.0,19.5,19.0,,
MYS,airalo,Unlimited,10,30,changed,price,35.0,34.5,USD,USD,35.0,34.5,35.0,34.5,,
MYS,airalo,Unlimited,15,45,changed,price,49.0,48.5,USD,USD,49.0,48.5,49.0,48.5,,
MYS,airalo,Unlimited,30,90,changed,price,72.5,71.0,USD,USD,72.5,71.0,72.5,71.0,,
MYS,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
NLD,airalo,Unlimited,5,15,changed,price,19.5,18.5,USD,USD,19.5,18.5,19.5,18.5,,
NLD,airalo,Unlimited,10,30,changed,price,35.0,34.0,USD,USD,35.0,34.0,35.0,34.0,,
NLD,airalo,Unlimited,15,45,changed,price,49.0,48.0,USD,USD,49.0,48.0,49.0,48.0,,
NLD,airalo,Unlimited,30,90,changed,price,72.0,69.0,USD,USD,72.0,69.0,72.0,69.0,,
NLD,saily,Unlimited,7,21,new,,,26.99,,USD,,26.99,,,,
