ISO3,TotalChanges,New,Deleted,Changed,Price,Promo,Price+Promo
SLV,17,6,0,11,11.0,0,0
CAN,16,0,0,16,16.0,0,0
PER,12,3,8,1,1.0,0,0
AUS,6,0,6,0,,0,0
DZA,6,0,0,6,6.0,0,0
FRA,1,0,1,0,,0,0
MLI,1,1,0,0,,0,0
VEN,1,0,0,1,1.0,0,0
