ISO3,Provider,Plan,Days,GB,ChangeType,ChangeReason,Price_old,Price_new,Currency_old,Currency_new,usd_price_old,usd_price_new,eur_price_old,eur_price_new,SpecialOffer_old,SpecialOffer_new
DZA,airalo,Unlimited,30,90,changed,price,99.0,14.0,USD,USD,99.0,14.0,99.0,99.0,,
FRA,airalo,Unlimited,3,9,deleted,,11.0,,USD,,11.0,,11.0,,,
MLI,orange,Data+Calls+SMS-20,30,20,new,,,53.99,,USD,,53.99,,,,
PER,airalo,Standard,3,1,deleted,,4.5,,USD,,4.5,,4.5,,,
PER,airalo,Standard,3,3,deleted,,10.0,,USD,,10.0,,10.0,,,
PER,airalo,Standard,7,1,new,,,4.5,,USD,,4.5,,4.5,,
PER,airalo,Standard,7,3,deleted,,11.0,,USD,,11.0,,11.0,,,
PER,airalo,Standard,7,5,deleted,,15.5,,USD,,15.5,,15.5,,,
PER,airalo,Standard,7,10,deleted,,25.0,,USD,,25.0,,25.0,,,
PER,airalo,Standard,15,2,new,,,8.5,,USD,,8.5,,8.5,,
PER,airalo,Standard,15,5,deleted,,16.5,,USD,,16.5,,16.5,,,
PER,airalo,Standard,15,10,deleted,,25.5,,USD,,25.5,,25.5,,,
PER,airalo,Standard,15,20,deleted,,40.0,,USD,,40.0,,40.0,,,
PER,airalo,Standard,30,3,new,,,11.5,,USD,,11.5,,11.5,,
PER,airalo,Standard,30,10,changed,price,26.0,29.0,USD,USD,26.0,29.0,26.0,29.0,,
SLV,airalo,Standard,3,1,changed,price,6.0,6.0,USD,USD,6.0,6.0,6.0,,,
SLV,airalo,Standard,3,3,changed,price,15.5,15.5,USD,USD,15.5,15.5,15.5,,,
SLV,airalo,Standard,3,9,new,,,20.5,,USD,,,,20.5,,
SLV,airalo,Standard,5,15,new,,,29.5,,USD,,,,29.5,,
SLV,airalo,Standard,7,3,changed,price,16.0,16.0,USD,USD,16.0,16.0,16.0,,,
SLV,airalo,Standard,7,5,changed,price,24.0,24.0,USD,USD,24.0,24.0,24.0,,,
SLV,airalo,Standard,7,10,changed,price,34.0,34.0,USD,USD,34.0,34.0,34.0,,,
SLV,airalo,Standard,7,21,new,,,36.5,,USD,,,,36.5,,
SLV,airalo,Standard,10,30,new,,,38.0,,USD,,,,38.0,,
SLV,airalo,Standard,15,5,changed,price,24.5,24.5,USD,USD,24.5,24.5,24.5,,,
SLV,airalo,Standard,15,10,changed,price,34.5,34.5,USD,USD,34.5,34.5,34.5,,,
SLV,airalo,Standard,15,20,changed,price,48.0,48.0,USD,USD,48.0,48.0,48.0,,,
SLV,airalo,Standard,15,45,new,,,49.0,,USD,,,,49.0,,
SLV,airalo,Standard,30,5,changed,price,25.0,25.0,USD,USD,25.0,25.0,25.0,,,
SLV,airalo,Standard,30,10,changed,price,35.0,35.0,USD,USD,35.0,35.0,35.0,,,
SLV,airalo,Standard,30,20,changed,price,49.0,49.0,USD,USD,49.0,49.0,49.0,,,
SLV,airalo,Standard,30,90,new,,,99.0,,USD,,,,99.0,,
VEN,airalo,Standard,3,1,changed,price,6.5,4.0,USD,USD,6.5,4.0,6.5,4.0,,
